S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
107,2013,NISSAN ALTIMA 4C S,30789,1N4AL3AP1DN466303,SMART AUTO,"$10,750 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,,,,,,,,
108,2012,NISSAN SENTRA 2.0,81597,3N1AB6AP7CL671964,DEALS ON RIDES,"$5,000 ",NA,NA,DEALS ON RIDES,"$5,000 ",N/A,N/A,,,,
109,2012,NISSAN LEAF SL,25275,JN1AZ0CP7CT025082,MIRAMAR CAR CENTER,"$6,750 ","9799 Miramar Rd San Diego, CA 92126",(858) 536-8142,MIRAMAR CAR CENTER,"$6,750 ","9799 Miramar Rd San Diego, CA 92126", (858) 536-8142,,,,
110,2012,NISSAN M37 4X2,54179,JN1BY1AP3CM334848,SC MOTORS INC,"$17,750 ","609 W Orangethorpe Ave Placentia, CA 92870",(714) 524-8400,,,,,,,,
,,,,,ATLANTA BEST USED CARS LLC,"$18,000 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,,,,,
111,2015,NISSAN ALTIMA 4C 2.5 SV,14876,1N4AL3AP3FC216799,CARS 2 GO,"$14,250 ","633 9th Ave San Diego, CA 92101",Phone number (877) 488-4224,FAST CASH FOR CARS,"$14,500 ","303 John St Salinas, CA 93901",(831) 757-7002,,,,
,,,,,FAST CASH FOR CARS,"$14,500 ","303 John St Salinas, CA 93901",(831) 757-7002,,,,,,,,
112,2012,NISSAN PATHFIND 4X2 V6 S,53114,5N1AR1NN4CC637654,MAC CHURCHILL ACURA,"$15,250 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,MAC CHURCHILL ACURA,"$15,250 ",,,,,,
113,2015,NISSAN ALTIMA 4C 2.5,5348,1N4AL3AP4FC469067,,,,,CARMAX # 7129,"$14,500 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
114,2014,NISSAN VERSA SV,46641,3N1CN7AP6EL816632,ALTANTA BEST USED CARS LLC,"$7,500 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,LA AUTO CONNECTION.COM LLC,"$7,750 ","16506 Vanowen St Van Nuys, CA 91406", (888) 787-4816,,,,
,,,,,LA AUTO CONNECTION.COM LLC,"$7,750 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,,,,,,,,
115,2012,INFINITI M35H,30761,JN1EY1AP8CM910964,,,,,OC AUTO EXCHANGE,"$23,750 ","1331 S Euclid St Fullerton, CA 92832", (714) 515-6200,,,,
116,2014,NISSAN ALTIMA 4C S,12563,1N4AL3AP8EN341137,,,,,PACIFIC AUTO RETAIL,"$11,750 ","3638 W 1st St Santa Ana, CA 92703",(714) 775-7771,,,,
117,2012,NISSAN LEAF SL,18144,JN1AZ0CP5CT020916,KLINE NISSAN,"$8,000 ","3090 Hwy 61 N Maplewood, MN 55109",(651) 379-4300,KLINE NISSAN,"$8,000 ",N/A,N/A,,,,
118,2013,NISSAN ALTIMA 4C SV,39043,1N4AL3APXDN481446,,,,,NTC AUTO SALES ,"$11,500 ","1460 Heritage Rd San Diego, CA 92154",(619) 661-1662,,,,
119,2015,NISSAN ALTIMA 4C 2.5 SV,7975,1N4AL3AP7FC298617,,,,,CARMAX # 7129,"$16,000 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
120,2011,NISSAN SENTRA 2.0 S,101356,3N1AB6AP0BL725491,,,,,SUS AMNIGOS AUTO CENTER INC,"$4,750 ","12233 Valley Blvd El Monte, CA 91733", (626) 455-0250,,,,
121,2015,NISSAN ALTIMA 4C 2.5 SV,4223,1N4AL3AP2FC422826,,,,,CARMAX # 7129,"$15,250 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
122,2013,INFINITI G37 4X2 JOURNEY,39968,JN1CV6AP6DM711832,LASTPOINTE AUTOMOTIVE,"$18,250 ",NA,NA,LASTPOINTE AUTOMOTIVE,"$18,250 ",N/A,N/A,,,,
123,2014,NISSAN JUKE AWD NISMO,13191,JN8AF5MV6ET366433,,,,,FUTURE NISSAN INC,"$18,250 ","600 Automall Dr Roseville, CA 95661", (888) 903-5354,,,,
124,2015,NISSAN ALTIMA 4C 2.5 SL,9928,1N4AL3APXFC432360,,,,,CARMAX # 7129,"$16,250 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
125,2013,NISSAN SENTA SR,34437,3N1AB7AP2DL714100,EQUITY AUTO CENTER LLC,"$6,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,EQUITY AUTO CENTER LLC,"$6,000 ",N/A,N/A,,,,
126,2012,NISSAN LEAF SL,18045,JN1AZ0CP3CT020543,EUROCARS,"$7,250 ","5011 Auburn Blvd Unit A Sacramento, CA 95841",(916) 332-2277,AUTOCOM NISSAN OF CONCORD,"$8,500 ","1290 Concord Ave Concord, CA 94520",(855) 390-9739,,,,
,,,,,AUTOCOM NISSAN OF CONCORD,"$8,500 ","1290 Concord Ave Concord, CA 94520",(855) 390-9739,,,,,,,,
127,2014,NISSAN NV200 SV,23023,3N6CM0KN8EK694363,,,,,CHEVROLET OF GLENDORA,"$13,250 ","1959 Auto Centre Dr Glendora, CA 91740", (909) 474-7364,,,,
128,2013,NISSAN SENTRA SV,42915,3N1AB7AP3DL746389,AUTO PLAZA,"$8,000 ","798 S 1st St San Jose, CA 95113",(408) 288-6266,AUTO PLAZA,"$8,000 ","798 S 1st St San Jose, CA 95113",(408) 288-6266,,,,
129,2014,NISSAN MAXIMA 3.5 SV,11980,1N4AA5APEC905426,,,,,GOLDIES MOTORS,"$21,750 ",N/A,N/A,,,,
130,2015,NISSAN VERSA NOTE SV,2549,3N1CE2CP4FL365119,,,,,CARMAX # 7129,"$10,250 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
131,2015,NISSAN ALTIMA 4C 2.5 S,4858,1N4AL3AP9FC283956,ACCESS AUTO SALES INC,"$14,500 ","21960 Bear Valley Rd Apple Valley, CA 92308",(760) 240-2277,ACCESS AUTO SALES INC,"$14,500 ","21960 Bear Valley Rd Apple Valley, CA 92308",(760) 240-2277,,,,
132,2012,NISSAN MAXIMA 3.5 SV,40097,1N4AA5APXCC805538,,,,,TBJ AUTO SALES INC,"$14,000 ","8860 E Heatherwood Rd,  Anaheim Hills Ca 92808",N/M,,,,
133,2009,NISSAN QUEST S,156408,5N1BV28U49N104029,,,,,CAL WEST MOTORS,"$3,750 ","1977 E 14th St San Leandro, CA 94577",(510) 614-9400,,,,
134,2015,NISSAN ALTIMA 4C 2.5 S,5324,1N4AL3AP8FC431157,,,,,CARMAX # 7129,"$14,000 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
135,2014,NISSAN MAXIMA 3.5 SV,6169,1N4AA5APXEC496365,DRIVERSELECT,"$20,250 ","13615 N Central Expy Dallas, TX 75243",(888) 869-7125,,,,,,,,
,,,,,GOLDIES MOTORS,"$20,500 ","2950-1 E Broadway Rd Phoenix, AZ 85040",(602) 454-6400,,,,,,,,
136,2012,NISSAN VERSA SL,47792,3N1BC1CP9CK807101,NAPA NISSAN INC,"$8,250 ","510 Soscol Ave Napa, CA 94559",(707) 253-1551,GULLIVER ,"$8,250 ","18482 MacArthur Blvd Irvine, CA 92612", (949) 833-8411,,,,
137,2012,NISSAN ALTI MA 4C 2.5 S,41738,1N4AL2AP9CN563029,,,,,TBJ AUTO SALES INC,"$9,750 ","8860 E Heatherwood Rd,  Anaheim Hills Ca 92808",N/M,,,,
138,2014,NISSAN MAXIMA 3.5 SV,15890,1N4AA5APXEC490629,,,,,CARR,"$18,250 ",N/A,N/A,,,,
139,2013,NISSAN ROGUE FWD S,62487,JN8AS5MTXDW032767,LA AUTO CONNECTION.COM LLC,"$10,000 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,LA AUTO CONNECTION.COM LLC,"$10,000 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,,,,
140,2012,NISSAN VERSA S ,45901,3N1BC1CP4CK800587,,,,,FM ENTERPRISE,"$5,750 ","1224 Kendrick Ct Corona, CA 92881",(714) 554-4786,,,,
141,2010,NISSAN VERSA 1.8 S,99799,3N1BC1CP3AL426206,,,,,ESQUIVEL AUTO DEPOT INC,"$3,000 ",N/A,N/A,,,,
142,2012,NISSAN ALTIMA 4C 2.5 S,43900,1N4AL2AP8CN541359,PREMIER AUTOMOTIVE IMPORTS OF CA LLC,"$9,000 ","5601 Cushing PkwyFremont, CA 94538",(510) 668-8700,,,,,,,,
,,,,,ALTAS AUTOMOTIVE,"$9,250 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,,,,,
143,2013,NISSAN SENTRA SV,17840,3N1AB7AP9DL675845,,,,,CARMAX # 7129,"$10,750 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
144,2012,NISSAN ROGUE FWD SL,29131,JN8AS5MT0CW273784,,,,,CARMAX # 7129,"$15,000 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
145,2012,NISSAN ALTIMA 4C 2.5 S,49803,1N4AL2AP8CN553107,,,,,LARRY H. MILLER CHEVROLET,"$9,250 ",N/A,N/A,,,,
146,2012,NISSAN LEAF SL,10916,JN1AZ0CP6CT025817,EUROCARS,"$8,250 ","5011 Auburn Blvd Unit A Sacramento, CA 95841",(916) 332-2277,EUROCARS,"$8,250 ","5011 Auburn Blvd Unit A Sacramento, CA 95841",(916) 332-2277,,,,
147,2013,NISSAN SENTRA SV,31193,3N1AB7AP0DL701359,ALTAS AUTOMOTIVE,"$9,250 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,ALTAS AUTOMOTIVE,"$9,250 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,
148,2012,NISSAN ALTIMA 4C 2.5 S,52882,1N4AL2AP8CN553236,ALTAS AUTOMOTIVE,"$9,250 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,TIMOS AUTO SALES LLC,"$9,750 ","218 S Blosser Rd Santa Maria, CA 93458",(805) 739-5332,,,,
149,2014,NISSAN ALTIMA 4C SV,14654,1NAL3AP4EC268554,AUTOCOM NISSAN OF CONCORD,"$13,250 ","1290 Concord Ave Concord, CA 94520",(855) 390-9739,AUTOCOM NISSAN OF CONCORD,"$13,250 ","1290 Concord Ave Concord, CA 94520",(855) 390-9739,,,,
150,2012,NISSAN LEAF SL,19234,JN1AZ0CPXCT026226,EUROCARS,"$7,500 ","5011 Auburn Blvd Unit A Sacramento, CA 95841",(916) 332-2277,AUTOCOM NISSAN OF CONCORD,"$8,250 ",,,,,,
,,,,,AUTOCOM NISSAN OF CONCORD,"$8,250 ","1290 Concord Ave Concord, CA 94520",(855) 390-9739,,,,,,,,
,,,,,KLINE NISSAN,"$8,000 ","3090 Hwy 61 N Maplewood, MN 55109",(651) 379-4300,,,"1290 Concord Ave Concord, CA 94520",(855) 390-9739,,,,
151,2012,NISSAN ALTIMA 4C 5.5 S,33391,1N4AL2AP8CN575978,,,,,TBJ AUTO SALES INC,"$9,750 ","8860 E Heatherwood Rd,  Anaheim Hills Ca 92808",N/M,,,,
152,2011,NISSAN VERSA 1.8 S,49457,3N1BC1AP1BL478874,WASATCH AUTO GROUP LLC ,"$6,250 ",NA,NA,WASATCH AUTO GROUP LLC ,"$6,250 ",NA,NA,,,,
,,,,,FAST CASH FOR CARS,"$6,000 ","303 John St Salinas, CA 93901",(831) 757-7002,,,,,,,,
154,2013,NISSAN NV200 SV,65631,3N6CM0KN5DK693234,AUTO OUTLET LLC,"$12,750 ","4145 Sunrise Blvd, Fair Oaks, CA 95628",(916) 512-8673,AUTO THRIFT,"$13,000 ","990 N Broadway Escondido, CA 92026",(760) 738-0078,,,,
,,,,,AUTO THRIFT,"$13,000 ","990 N Broadway Escondido, CA 92026",(760) 738-0078,,,,,,,,
155,2012,NISSAN ALTIMA 4C 2.5 S,27743,1N4AL2AP3CN512027,,,,,CARMAX # 7129,"$9,500 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
156,2013,NISSAN ROGUE FWD SL,46652,JN8AS5MT8SW506828,POWER DRIVE INC,"$13,500 ",,,,,,,,,,
,,,,,LA AUTO CONNECTION.COM LLC,"$13,250 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,,,,,,,,
157,2012,NISSAN ALTIMA 4C 2.5 S,56030,1N4AL2AP8CN553723,FAST CASH FOR CARS,"$10,000 ","303 John St Salinas, CA 93901",(831) 757-7002,FAST CASH FOR CARS,"$10,000 ","303 John St Salinas, CA 93901",(831) 757-7002,,,,
,,,,,ATLAS AUTOMOTIVE,"$9,750 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,,,,,
158,2014,INFINITI Q50 4X2 V6,23144,JN1BV7APXEM673315,STADIUM AUTO CALIFORNIA,"$24,250 ","2833 Harbor Blvd Costa Mesa, CA 92626", (888) 380-6115,STADIUM AUTO CALIFORNIA,"$24,250 ","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,
159,2012,NISSAN LEAF SL,30771,JN1AZ0CP7CT026393,AUTO EUROPE CAR/TRUCK,"$6,250 ","39 Commercial St Ste 1 Portland, ME 04101",(888) 223-5555,,,,,,,,
,,,,,BEVERLY HILLS UNIQUE SPORTS CARS,"$6,500 ","1416 S La Brea Ave Los Angeles, CA 90019",(323) 935-2985,,,,,,,,
,,,,,POWER DRIVE INC,"$6,750 ",NA,NA,,,,,,,,
160,2013,NISSAN SENTRA SV,18605,3N1AB7AP6DL797532,,,,,NTC AUTO SALES,"$10,250 ","1460 Heritage Rd San Diego, CA 92154",(619) 661-1662,,,,
161,2012,NISSAN ALTIMA 4C 2.5 S,23500,1N4AL2EP5CC255801,,,,,CAR LUX INC,"$11,500 ","843 S La Brea Ave Inglewood, CA 90301",(310) 412-9072,,,,
162,2012,INFINITY FX35 4X2,32813,JN8AS1MU1CM121221,,,,,CARMAX # 7129,"$25,750 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
163,2012,NISSAN ALTIMA 4C 5.2 S,57096,1N4AL2AP9CN473878,FAST CASH FOR CARS,"$8,750 ","303 John St Salinas, CA 93901",(831) 757-7002,LA AUTO CONNECTION.COM LLC,"$9,000 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,,,,
,,,,,LA AUTO CONNECTION.COM LLC,"$9,000 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,,,,,,,,
164,2012,NISSAN LEAF SL,19035,JN1AZ0CP6CT021377,EUROCARS,"$7,750 ","5011 Auburn Blvd Unit A Sacramento, CA 95841",(916) 332-2277,EUROCARS,"$7,750 ","5011 Auburn Blvd Unit A Sacramento, CA 95841",(916) 332-2277,,,,
165,2012,NISSAN ALTIMA 4C 2.5 S,38004,1N4AL2AP3CC246438,,,,,OC AUTO EXCHANGE,"$9,500 ","1331 S Euclid St Fullerton, CA 92832",(714) 515-6200,,,,
166,2013,NISSAN SENTRA SV,45556,3N1AB7AP3DL660192,,,,,SOUTH BAY AUTOS 3,"$9,000 ","11545 Carson St Lakewood, CA 90715",(562) 402-0422,,,,
167,2013,NISSAN PATHFIND FWD SV,30247,5N1AR2MNXDC614310,LA AUTO CONNECTION.COM LLC,"$17,750 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,MIKES AUTO SALES,"$18,000 ","529 El Camino Real San Bruno, CA 94066",(650) 827-9700,,,,
168,2012,NISSAN ALTIMA 4C 2.5 S,42537,1N4AL2AP9CN518933,,,,,ALLIANCE AUTOMOTIVE MARKETING,"$9,250 ",NA,NA,,,,
169,2013,NISSAN ROGUE FWD S,39594,JN8AS5MT2DW017826,POWER DRIVE INC,"$11,500 ",,,LIBERTY CARS AND TRUCKS,"$11,750 ","3010 East Bell Road Phoenix, AZ 85032",(602) 331-3333,,,,
,,,,,LIBERTY CARS AND TRUCKS,"$11,750 ","3010 East Bell Road Phoenix, AZ 85032",(602) 331-3333,,,,,,,,
170,2013,NISSAN ALTIMA 4C SV,33569,1N4AL3APXDN455607,LIBERTY CARS AND TRUCKS,"$12,000 ","3010 East Bell Road Phoenix, AZ 85032",(602) 331-3333,LIBERTY CARS AND TRUCKS,"$12,000 ","3010 East Bell Road Phoenix, AZ 85032",(602) 331-3333,,,,
171,2013,NISSAN SENTRA SV,20379,3N1AB7AP0DL683204,,,,,CARMAX # 7129,"$9,750 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
172,2013,NISSAN ALTIMA 4C SV,27104,1N4AL3AP6DN557387,POWER DRIVE INC,"$11,500 ",NA,NA,LIBERTY CARS AND TRUCKS,"$11,750 ","3010 East Bell Road Phoenix, AZ 85032",(602) 331-3333,,,,
,,,,,LIBERTY CARS AND TRUCKS,"$11,750 ","3010 East Bell Road Phoenix, AZ 85032",(602) 331-3333,,,,,,,,
173,2012,NISSAN LEAF SL,36341,JN1AZ0CP0CT023707,POWER DRIVE INC,"$6,500 ",,,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$7,000 ","2425 W Camelback Rd Phoenix, AZ 85015","
(602) 249-1234",,,,
,,,,,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$7,000 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
174,2013,NISSAN ALTIMA 4C,40947,1N4AL3AP2DN477696,SMART AUTO,"$11,500 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,SMART AUTO,"$11,500 ","3105 E. Sahara Ave Las Vegas, NV 89104",(702) 933-4400,,,,
,,,,,ACCESS AUTO SALES INC,"$10,750 ","21960 Bear Valley Rd Apple Valley, CA 92308",(760) 240-2277,,,,,,,,
,,,,,ATLAS AUTOMOTIVE,"$11,250 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,,,,,
175,2012,NISSAN MAXIMA 3.5 SV,31987,1N4AA5AP5CC843680,,,,,EAST COUNTY PREOWNED SUPERSTORE,"$14,750 ","327 El Cajon Blvd El Cajon, CA 92020",(619) 754-4224,,,,
176,2013,NISSAN PATHFIND FWD,49159,5N1AR2MN8DC659794,ATLANTA BEST USED CARS LLC,"$20,000 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,ATLANTA BEST USED CARS LLC,"$20,000 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,
177,2013,NISSAN ALTIMA 4C,37119,1N4AL3AP0DN417934,GRAND AUTOLAND,"$10,500 ",,,GRAND AUTOLAND,"$10,500 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,,,,
178,2013,NISSAN SENTRA SR,37272,3N1AB7AP8DL796284,,,,,SMART AUTO,"$9,500 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,,,,
179,2012,NISSAN LEAF SV,20862,JN1AZ0CP3CT022857,LIBERTY CARS AND TRUCKS,"$6,750 ","3010 East Bell Road Phoenix, AZ 85032",(602) 331-3333,,,,,,,,
180,2012,NISSAN ALTIMA 4C 2.5 S,49803,1N4AL2AP8CN553107,,,,,TBJ AUTO SALES INC,"$9,250 ","8860 E Heatherwood  Rd Anaheim, California 92808-1694 ",Not mentioned,,,,
181,2013,NISSAN ALTIMA V6 SV,46380,1N4BL3AP9DN505322,LIBERTY CARS AND TRUCKS,"$13,250 ","3010 East Bell Road Phoenix, AZ 85032",(602) 331-3333,LIBERTY CARS AND TRUCKS,"$13,250 ","3010 East Bell Road Phoenix, AZ 85032",,,,,
,,,,,ATLAS AUTOMOTIVE,"$13,000 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,,,,,
,,,,,POWER DRIVE INC,"$12,500 ",,,,,,(602) 331-3333,,,,
182,2013,NISSAN ALTIMA 4C,37333,1N4AL3AP6DN420045,ACCESS AUTO SALES INC,"$9,000 ","21960 Bear Valley Rd Apple Valley, CA 92308",(760) 240-2277,DRIVELINE FINANCIAL SERVICES,"$11,750 ",,,,,,
,,,,,LIBERTY CARS AND TRUCKS,"$10,500 ","3010 East Bell Road Phoenix, AZ 85032",(602) 331-3333,,,,,,,,
,,,,,SMART AUTO,"$11,500 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,,,,,,,,
183,2013,NISSAN ALTIMA V6 SV,34366,1N4BL3AP8DN442214,POWER DRIVE INC,"$12,250 ",,,AUTO CENTERS NISSAN INC,"$13,750 ","1825 E Edwardsville Rd Wood River, IL 62095",(618) 251-3000,,,,
,,,,,AUTO CENTERS NISSAN INC,"$13,750 ","1825 E Edwardsville Rd Wood River, IL 62095",(618) 251-3000,,,,,,,,
,,,,,LIBERTY CARS AND TRUCKS,"$13,500 ","3010 East Bell Road Phoenix, AZ 85032",(602) 331-3333,,,,,,,,
184,2012,NISSAN ROGUE AWD SV,36851,JN8AS5MV5CW707943,PREMIER AUTOMOTIVE IMPORTS OF CA LLC,"$13,750 ","5601 Cushing PkwyFremont, CA 94538",(510) 668-8700,CARR,"$13,500 ",,,,,,
185,2012,NISSAN ALTIMA 4C 2.5 S,51546,1NA4AL2EP5CC161644,,,,,TBJ AUTO SALES INC,"$11,000 ","8860 E Heatherwood  Rd Anaheim, California 92808-1694 ",Not mentioned,,,,
186,2013,NISSAN SENTRA SR,27551,3N1AB7AP2DL623506,CARCO SALES & FINANCE,"$10,000 ",NA,NA,,,,,,,,
187,2012,NISSAN LEAF SV,43868,JNAZ0CP1CT024462,POWER DRIVE INC,"$5,750 ",NA,NA,POWER DRIVE INC,"$6,000 ","7332 Westminster Blvd Westminster,  CA  92683-4253",(714) 875-7424,,,,
188,2009,NISSAN SENTRA 2.0,83175,3N1AB61E89L645722,DEALS ON RIDES,"$4,500 ",NA,NA,FAST CASH FOR CARS,"$5,000 ","303 John St Salinas, CA 93901",(831) 757-7002,,,,
,,,,,FAST CASH FOR CARS,"$5,000 ","303 John St Salinas, CA 93901",(831) 757-7002,,,,,,,,
189,2013,NISSAN ALTIMA 4C SV,32800,1N4AL3APDN452695,LIBERTY CARS AND TRUCKS,"$12,750 ","3010 East Bell Road Phoenix, AZ 85032",(602) 331-3333,FAST CASH FOR CARS,"$12,500 ","303 John St Salinas, CA 93901",(831) 757-7002,,,,
,,,,,FAST CASH FOR CARS,"$12,500 ","303 John St Salinas, CA 93901",(831) 757-7002,,,,,,,,
190,2013,NISSAN FRONTIER 4X2 CR SV,25512,1N6AD0ER2DN476763,,,,,TIMOS AUTO SALES LLC,"$18,000 ","218 S Blosser Rd Santa Maria, CA 93458",(805) 739-5332,,,,
191,2014,NISSAN ALTIMA 4C,37666,1N4AL3APEXEC160049,,,,,CHANDLER AUTO SALES INC,"$11,000 ","13213 Leadwell St, North Hollywood, CA 91605",(818) 764-1222,,,,
192,2012,NISSAN SENTRA 2.0 S,47890,3N1AB6APXCL606185,,,,,MEZA AUTO SALES,"$7,250 ","1565 N MT Vernon Ave Colton, CA 92324",(909) 825-2321,,,,
193,2012,NISSAN ROGUE FWD SV,44278,JN8AS5MT4CW610084,,,,,KARPLUS WAHEHOUSE INC,"$12,750 ","10103 San Fernando Rd Pacoima, CA 91331",(888) 379-8896,,,,
194,2012,NISSAN ALTIMA 4C SV,28933,1N4AL3AP5DN445213,ACESS AUTO SALES INC,"$12,750 ","21960 Bear Valley Rd Apple Valley, CA 92308",(760) 240-2277,ACESS AUTO SALES INC,"$12,750 ","21960 Bear Valley Rd Apple Valley, CA 92308",(760) 240-2277,,,,
195,2012,NISSAN SENTRA 2.0 SL,33330,3N1AB6AP2CL782311,,,,,CARR,"$10,000 ",,,,,,
196,2014,NISSAN JUKE FWD NISMO RS,2745,JN8DF5MR3ET100254,CALIFORNIA AUTO WHOLESALE,"$15,750 ","38623 Fremont BlvdSte 160 Fremont, CA 94536",(510) 474-0410,,,,,,,,
,,,,,ATLANTA BEST USED CARS LLC,"$17,750 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,,,,,
197,2013,NISSAN ALTIMA 4C SV,23944,1N4AL3AP3DN421590,,,,,NTC AUTO SALES,"$12,500 ","1460 Heritage Rd San Diego, CA 92154",(619) 661-1662,,,,
198,2013,NISSAN PATHFIND FWD SV,37562,5N1AR2MN6DC641455,LA AUTO CONNECTION.COM LLC,"$17,000 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,AMERICA AUTO SALES,"$17,250 ","547 Brundage Ln Bakersfield, CA 93304",(661) 282-8844,,,,
199,2013,NISSAN ALTIMA 4C SV,40508,1N4AL3AP7DN430762,,,,,REYES AUTO SALES,"$11,750 ","4405 Firestone Blvd South Gate, CA 90280",(323) 566-6393,,,,
200,2014,NISSAN ROGUE FWD SV,11001,5N1AT2MT4EC831109,ATLANTA BEST USED CARS LLC,"$16,500 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,MEZA AUTO SALES,"$17,500 ","1565 N MT Vernon Ave Colton, CA 92324",(909) 825-2321,,,,
201,2012,NISSAN ROGUE FWD SV,21072,3N1AB7AP6DL774137,SMART AUTO,"$9,000 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,CARMAX # 7129,"$9,250 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
202,2015,NISSAN FRONTIER 4X2 CR SV,10975,1N6AD0FR3FN731805,,,,,CARMAX # 7129,"$20,000 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
203,2012,NISSAN SENTRA 2.0 S,31985,3N1AB6AP7CL781896,,,,,TIMOS AUTO SALES LLC,"$8,250 ","218 S Blosser Rd Santa Maria, CA 93458",(805) 739-5332,,,,
204,2013,NISSAN ALTIMA 4C S,31190,1N4AL3AP5DN494315,ATLAS AUTOMOTIVE,"$11,000 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,SMART AUTO,"$11,250 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,,,,
,,,,,SMART AUTO,"$11,250 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,,,,,,,,
205,2012,NISSAN MAXIMA 3.5 SV,31987,1NAA5AP5CC843680,,,,,EAST COUNTY PREOWNED SUPERSTORE,"$14,750 ","327 El Cajon Blvd El Cajon, CA 92020",(619) 754-4224,,,,
206,2012,NISSAN ROGUE FWD SV,31696,JN8ASS5MTXCW301901,LA AUTO CONNECTION.COM LLC,"$12,750 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,CHEVROLET OF GLENDORA,"$13,000 ","1959 Auto Centre Dr Glendora, CA 91740",(909) 474-7364,,,,
207,2012,NISSAN VERSA S,32742,3N1BC1CP3CK289969,,,,,GULLIVER ,"$8,000 ","18482 MacArthur Blvd Irvine, CA 92612",(949) 833-8411,,,,
208,2013,NISSAN ALTIMA 4C SL,36549,1N4AL3AP2DN431561,KLINE NISSAN,"$13,500 ","3090 Hwy 61 N Maplewood, MN 55109",(651) 379-4300,KLINE NISSAN,"$13,500 ",,,,,,
209,2013,NISSAN FRONTIER 4X2 EX S ,9555,1N6BD0CT9DN761456,,,,,CARMAX # 7129,"$15,000 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
210,2013,NISSAN SENTRA SV,34967,3N1AB7AP5DL688009,,,,,CAL WEST MOTORS,"$9,000 ","1977 E 14th St San Leandro, CA 94577",(510) 614-9400,,,,
