Dealership,Address,Phone,Year,Make Model,Vehicle Odometer,Vehicle VIN,Amount,Bid Type,Auction Date
,,,2012,FORD FUSION FWD 4C S,81710,3FAHP0GA3CR270508,"$8,600 ",SOLD,12/29/2015 7:58:09 PM
EL POLLO AUTO INC,"15432 Amar Rd La Puente, CA 91744",(626) 333-2000
,,,2013,FORD FUSION FWD 4C SE,92265,3FA6P0HR8DR170918,"$7,900 ",ONLINE,12/29/2015 7:58:09 PM
SELECTED AUTO WHOLESALE,"1979 Nand Drive Yuba City, CA 95993",530-673-5533
,,,2013,FORD FUSION FWD 4C SE,92265,3FA6P0HR8DR170918,"$7,800 ",SOLD,12/29/2015 7:58:09 PM
JM AUTO SALES,"18820 Van Buren Blvd Riverside, CA 92508",(951) 780-0693
,,,2014,JEEP CHEROKEE FWD 4C SPORT,58197,1C4PJLAB4W208481,"$10,800 ",SOLD,12/29/2015 7:58:09 PM
DOYONDA AUTO SALES,"DOYONDA AUTO SALES  GARVEY AVE SOUTH EL MONTE, CA 
",626-279-9511
,,,2007,FORD E150 CARGO COMMERCIAL,162153,1FTNE14W4DA46381,"$5,400 ",SOLD,12/29/2015 7:58:09 PM
AUTOMOTIVE MARKETING,NA,NA
,,,2012,FORD E150 CARGO VS COMMERCIAL,114734,1FTNE1EW3CDA38099,"$9,700 ",ONLINE,12/29/2015 7:58:09 PM
DAVE RUSSEL MOTOR CO LLC,"1818 NE Sandy Blvd Portland, OR 97232",(503) 234-0409
,,,2012,FORD E150 CARGO VS COMMERCIAL,114734,1FTNE1EW3CDA38099,"$11,600 ",ONLINE,12/29/2015 7:58:09 PM
A & A MOTORS,"4607 Wible Rd Bakersfield, CA 93313",(661) 833-8410
,,,2012,NISSAN VERSA S,61870,3N1BC1CP1CK809439,"$5,600 ",ONLINE,12/29/2015 7:58:09 PM
,,,2011,FORD FIESTA FWD SE,91776,3FADP4BJXBM148933,"$4,600 ",ONLINE,12/29/2015 7:58:09 PM
,,,2010,MINI COOPER,95385,WMWMF3C55ATZ65569,"$5,100 ",ONLINE,12/29/2015 7:58:09 PM
PACIFIC AUTO CENTER,"16416 Valley Blvd Fontana, CA 92335",(909) 429-1100
,,,2011,FORD TRANSIT CONNECT XLT,102868,NM0LS6BN5BT066996,"$7,800 ",SOLD,12/29/2015 7:58:09 PM
,,,2012,FORD F250 4X2 RG XL,187102,1FTBF2ATXCEB22884,"$10,250 ",SOLD,12/29/2015 7:58:09 PM
,,,2011,FORD F250 4X2 RG XL,162963,1FTBF2AT6BEB25375,"$11,250 ",SOLD,12/29/2015 7:58:09 PM
,,,2010,FORD F150 4X2 EX,170960,1FTEX1C80AFA30719,"$6,250 ",SOLD,12/29/2015 7:58:09 PM
,,,2012,FORD F150 4X4 EX XLT,175252,1FTFX1EFXCKD33145,"$10,300 ",SOLD,12/29/2015 7:58:09 PM
AUTONET CONNECT,N/A,N/A
,,,2012,NISSAN VERSA S,78499,3N1BC1CP6CK283549,"$3,600 ",SOLD,12/29/2015 7:58:09 PM
,,,2013,DODGE AVENGER 4C SE,55204,1C3CDZAB4DN535626,"$7,500 ",SOLD,12/29/2015 7:58:09 PM
SOUTHERN ARIZONA AUTO COMPANY OF DOUGLAS,"1200 N G Ave, Douglas, AZ 85607",(520) 364-2424
,,,2012,NISSAN VERSA S,78499,3N1BC1CP6CK283549,"$9,800 ",IFSALE,12/29/2015 7:58:09 PM
,,,2014,CHEVROLET CRUIZE 1LT,58048,1G1PC5SBXE7112474,"$9,800 ",ONLINE,12/29/2015 7:58:09 PM
FIESTA MOTORS,"220 W Holt Blvd, Ontario, CA 91762",(909) 460-3813
,,,2012,DODGE GRAND CARAVAN SE,97733,2C4RDGBG9CR264908,"$8,300 ",ONLINE,12/29/2015 7:58:09 PM
COUGAR AUTO SALES,"565 N State St Orem, UT 84057",(801) 229-1454
,,,2012,DODGE GRAND CARAVAN SE,97733,2C4RDGBG9CR264908,"$7,700 ",ONLINE,12/29/2015 7:58:09 PM
DOWNTOWN MOTORS INC,"9303 South Alameda St Los Angeles, CA 90002",323-249-4109
,,,2011,KIA RIO LX,58400,KNADHA30B6734404,"$4,500 ",IFSALE,12/29/2015 7:58:09 PM
,,,2011,FORD FIESTA FWD SE,91776,3FADP4BJXBM148933,"$4,400 ",ONLINE,12/29/2015 7:58:09 PM
,,,2010,MINI COOPER,95385,WMWMF3C55ATZ65569,"$5,500 ",ONLINE,12/29/2015 7:58:09 PM
,,,2010,DODGE CALIBER MAINSTREET,129941,1B3CB3HA6AD565337,"$3,900 ",ONLINE,12/29/2015 7:58:09 PM
,,,2009,TOYOTA COROLLA LE,136313,JTDBL40E699023391,"$5,800 ",IFSALE,12/29/2015 7:58:09 PM
,,,2008,KIA OPTIMA 4C LX,131219,KNAGE123495170290,"$2,700 ",IFSALE,12/29/2015 7:58:09 PM
PARS MOTOR INC,"804 W Holt Ave Pomona, CA 91768",(909) 620-7377
,,,2010,MAZADA MAZDA6,106274,1YVHZ8CH3A5M13957,"$4,200 ",IFSALE,12/29/2015 7:58:09 PM
CAL KARS INC,"1425 W FOOTHILL BLVD Ste 216 UPLAND, CA 91786-8007",1-855-271-9915
,,,2010,MINI COOPER,95385,WMWMF3C55ATZ65569,"$5,900 ",ONLINE,12/29/2015 7:58:09 PM
EMPIRE AUTO CENTER,"100 E Dyer Rd Santa Ana, CA 92707",(714) 556-1494
,,,2010,DODGE CALIBER MAINSTREET,129941,1B3CB3HA6AD565337,"$4,000 ",SOLD,12/29/2015 7:58:09 PM
,,,2012,CHRYSLER 200 V6 LIMITED,117868,1C3CCBCG5CN330558,"$4,900 ",SOLD,12/29/2015 7:58:09 PM
NOBLE AUTO SOLUTIONS LLC,"633 Redlands,  CA 92373 
",(909) 793-3070
,,,2010,FORD FUSION FWD 4C SE,100359,3FAHP0HA7AR368632,"$3,300 ",IFSALE,12/29/2015 7:58:09 PM
,,,2006,FORD F250 4X2 EX,153420,1FTSX20P76ED96839,"$6,100 ",IFSALE,12/29/2015 7:58:09 PM
D'ANGELO LLC,N/A,N/A
,,,2009,AUDI A3 AWD 4C,78433,WAUKF78P49A013632,"$10,000 ",ONLINE,12/29/2015 7:58:09 PM
RENO TAHOE AUTO GROUP,Not mentioned,775-329-0303
,,,2009,AUDI A3 AWD 4C,78433,WAUKF78P49A013632,"$11,500 ",ONLINE,12/29/2015 7:58:09 PM
ACURA OF RENO,"11550 S Virginia Ave Reno, NV 89511",(775) 229-7777
,,,2009,AUDI A3 AWD 4C,78433,WAUKF78P49A013632,"$10,600 ",ONLINE,12/29/2015 7:58:09 PM
PRIME TIME AUTO SALES INC,"2549 Hamner Ave, Norco, CA 92860","(909) 559-4053 "
,,,2007,VOLKSWAGEN JETTA 5C WOLFSBURG,115338,3VWEG71K6M154386,"$4,000 ",IFSALE,12/29/2015 7:58:09 PM
S G MOTORS,NA,NA
,,,2006,FORD F250 4X2 EX,153420,1FTSX20P76ED96839,"$5,100 ",ONLINE,12/29/2015 7:58:09 PM
LRG MOTORS LLC,"1551 W. 13th St. Unit 112,Upland, CA 91786",888-729-4085
,,,2006,MERCEDES C230WZ,100652,WDBRF52H06A902073,"$4,400 ",ONLINE,12/29/2015 7:58:09 PM
KLASS MOTORS,"925 N Harbor Blvd Santa Ana, CA 92703",(855) 880-4514
,,,2006,MERCEDES C230WZ,100652,WDBRF52H06A902073,"$5,000 ",SOLD,12/29/2015 7:58:09 PM
BALLERS,"700 S La Brea Inglewood, CA 90301",(424) 732-8504
,,,2006,MERCEDES C230WZ,100652,WDBRF52H06A902073,"$4,900 ",ONLINE,12/29/2015 7:58:09 PM
VALLEYS BEST AUTO SALES,"7503 Reseda Blvd, Reseda, CA 91335",(818) 600-8159
,,,2006,MERCEDES C230WZ,100652,WDBRF52H06A902073,"$4,200 ",ONLINE,12/29/2015 7:58:09 PM
JIMS AUTO SALES,"825 Pacific Coast Hwy Harbor City, CA 90710",(310) 830-0033
,,,2010,AUDI A4 FWD 2.0T PRM +,117031,WAUEFAL2AN031537,"$7,500 ",IFSALE,12/29/2015 7:58:09 PM
ATLANTA BEST USED CARS LLC,"5192 Buford Hwy Norcross, GA 30071",(770) 449-9711
,,,2010,AUDI A4 FWD 2.0T PRM +,117031,WAUEFAL2AN031537,"$7,400 ",ONLINE,12/29/2015 7:58:09 PM
TRADERS IMPORTS,"7693 Liberty Avenue Huntington Beach, CA 92647",714-390-6020
,,,2008,CHEVROLET COLORADO 4X4 CR LT W/1LT,122265,1GCDT136468236997,"$5,000 ",IFSALE,12/29/2015 7:58:09 PM
SHAMROCK AUTO INVESTMENT GROUP,"4585 Allstate Dr Riverside, CA 92501",Not mentioned
,,,2005,CHRYSLER 300 4X2 V8 300C,128217,2C3JA63H05H102394,"$4,800 ",SOLD,12/29/2015 7:58:09 PM
MARQUINAS ENTERPRISES,Not applicable,Not applicable
,,,2004,AUDI A6 AWD VS 4.2L,98203,WAUML54B14N016702,"$2,100 ",IFSALE,12/29/2015 7:58:09 PM
INFINITI OF GWINNETT,,
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,2238,JN8AZ2NE1F9085109,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 FWD V6,2705,5N1AL0MN0FC500275,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,9741,JN8AZ2NE1F9082016,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 AWD V6,22030,5N1AL0MM4FC527714,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI Q60 4X2,22449,JN1CV6FE7FM810623,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI Q60 4X2,22449,JN1CV6FE7FM810623,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI Q40 4X2,21377,JN1CV6AP0FM502721,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI Q40 4X2,21377,JN1CV6AP0FM502721,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,13886,JN8AZ2NC5F9371415,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 IPL,24752,JN1CV6FE0DM230174,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 IPL,24752,JN1CV6FE0DM230174,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,21231,JN1BV7AP1EM685496,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,20467,JN1BV7APXEM683603,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,20467,JN1BV7APXEM683603,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,17144,JN1BV7AP8EM680666,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI QX80 4X4,23742,JN8AZ2NC6E9352967,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI QX80 4X4,23742,JN8AZ2NC6E9352967,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 AWD,2063,5N1AL0MM3DC330255,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI Q70 AWD V6,1510,JN1BY1ARXFM562707,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI QX60 FWD 4C HYBRID,21109,5N1CL0MN5EC507813,,Bid,2/24/2016 5:47:31 PM
,,,2012,INFINITI M37 4X2,24758,JN1BY1AP0CM335553,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI EX37 4X2 JOURNEY,20729,JN1BJ0HP0DM430507,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 IPL,25245,JN1CV6EKXDM900112,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,21244,JN1BV7AP4EM683158,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI M37 4X2,22201,JN1BY1AP3DM511495,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,34504,5N1AL0MNXDC337809,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,2238,JN8AZ2NE1F9085109,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX60 FWD V6,2705,5N1AL0MN0FC500275,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,9741,JN8AZ2NE1F9082016,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX60 AWD V6,22030,5N1AL0MM4FC527714,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI Q60 4X2,22449,JN1CV6FE7FM810623,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI Q60 4X2,22449,JN1CV6FE7FM810623,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2015,INFINITI Q40 4X2,21377,JN1CV6AP0FM502721,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI Q40 4X2,21377,JN1CV6AP0FM502721,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,13886,JN8AZ2NC5F9371415,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 IPL,24752,JN1CV6FE0DM230174,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 IPL,24752,JN1CV6FE0DM230174,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,21231,JN1BV7AP1EM685496,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,20467,JN1BV7APXEM683603,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,20467,JN1BV7APXEM683603,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,17144,JN1BV7AP8EM680666,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI QX80 4X4,23742,JN8AZ2NC6E9352967,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI QX80 4X4,23742,JN8AZ2NC6E9352967,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 AWD,2063,5N1AL0MM3DC330255,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI Q70 AWD V6,1510,JN1BY1ARXFM562707,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI QX60 FWD 4C HYBRID,21109,5N1CL0MN5EC507813,,Bid,2/24/2016 6:09:09 PM
,,,2012,INFINITI M37 4X2,24758,JN1BY1AP0CM335553,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI EX37 4X2 JOURNEY,20729,JN1BJ0HP0DM430507,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 IPL,25245,JN1CV6EKXDM900112,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,21244,JN1BV7AP4EM683158,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI M37 4X2,22201,JN1BY1AP3DM511495,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,34504,5N1AL0MNXDC337809,,Bid,2/24/2016 6:09:09 PM
MOTOR WERKS OF BARRINGTON INC,,
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2016,INFINITI QX70 AWD,13472,JN8CS1MW9GM400254,,Bid,2/24/2016 5:47:31 PM
,,,2016,INFINITI QX70 AWD,13472,JN8CS1MW9GM400254,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,2238,JN8AZ2NE1F9085109,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,9741,JN8AZ2NE1F9082016,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 AWD V6,22030,5N1AL0MM4FC527714,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,13886,JN8AZ2NC5F9371415,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,13886,JN8AZ2NC5F9371415,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI Q70 AWD V6,1510,JN1BY1ARXFM562707,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2016,INFINITI QX70 AWD,13472,JN8CS1MW9GM400254,,Bid,2/24/2016 6:09:09 PM
,,,2016,INFINITI QX70 AWD,13472,JN8CS1MW9GM400254,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,2238,JN8AZ2NE1F9085109,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,9741,JN8AZ2NE1F9082016,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX60 AWD V6,22030,5N1AL0MM4FC527714,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,13886,JN8AZ2NC5F9371415,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,13886,JN8AZ2NC5F9371415,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2015,INFINITI Q70 AWD V6,1510,JN1BY1ARXFM562707,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
TIM DAHLE INFINITI,,
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,SOLD,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,SOLD,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,SOLD,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2016,INFINITI QX70 AWD,13472,JN8CS1MW9GM400254,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,2238,JN8AZ2NE1F9085109,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,9741,JN8AZ2NE1F9082016,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 AWD V6,22030,5N1AL0MM4FC527714,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 AWD V6,24906,JN1BV7AR5EM681243,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 AWD V6,24906,JN1BV7AR5EM681243,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI FX50 AWD,56471,JN8BS1MW8DM100082,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI FX50 AWD,56471,JN8BS1MW8DM100082,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2016,INFINITI QX70 AWD,13472,JN8CS1MW9GM400254,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,2238,JN8AZ2NE1F9085109,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,9741,JN8AZ2NE1F9082016,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX60 AWD V6,22030,5N1AL0MM4FC527714,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 AWD V6,24906,JN1BV7AR5EM681243,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 AWD V6,24906,JN1BV7AR5EM681243,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI FX50 AWD,56471,JN8BS1MW8DM100082,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI FX50 AWD,56471,JN8BS1MW8DM100082,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
INFINITI OF OAKLAND,,
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/16/2016 5:26:49 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 IPL,48794,JN1CV6EK0DM900006,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,19850,JN1CV6AP5DM712454,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
