S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
87,2012,TOYOTA PRIUS,59539,JTDKN3DU2C5464150,,,,,,,,,MAC AUTO WHOLESALE INC,"$11,500 ","PO Box 44 Brea, CA 92822",(714) 990-2077
88,2013,TOYOTA SEQUOIA 4X2 SR5,22658,5TDZY5G13DS044220,,,,,CARMAX # 7195,"$31,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
89,2005,CHEVROLET COLORADO 4X2 CR LS Z85,139622,1GCCS138558168479,EMPIRE MOTORS,"$6,700 ","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,EMPIRE MOTORS,"$6,700 ","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,,,,
,,,,,OTHMANS AUTO SALES,"$6,600 ","330 N Main St Salinas, CA 93901",(831) 751-0244,,,,,,,,
90,2011,TOYOTA PRIUS,51210,JTDKN3DU7B0315728,AUTONATION DIRECT,"$11,400 ","200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,FIRST CHOICE AUTO CENTER,"$11,700 ","13731 Harbor Blvd Garden Grove, CA 92843",(714) 530-5333,,,,
91,2005,TOYOTA PRIUS,167089,JTDKB20U453027015,HARTFORD AUTO CENTER,"$3,500 ","26 WETHERSFIELD AVE HARTFORD, CT 06114",860-727-9077,HARTFORD AUTO CENTER,"$3,500 ","26 WETHERSFIELD AVE HARTFORD, CT 06114",860-727-9077,,,,
92,2007,TOYOTA PRIUS,178334,JTDKB20U973251349,VILLAGE MOTOR SALES,"$3,500 ","1185 S Main St Chelsea, MI 48118",(734) 475-8661,VILLAGE MOTOR SALES,"$3,500 ","1185 S Main St Chelsea, MI 48118",(734) 475-8661,,,,
93,2013,TOYOTA HIGHLNDR FWD V6,19381,5TDZK3EH0DS129151,,,,,SOUTHERN FINANCIAL,"$23,500 ",NA,NA,,,,
94,2010,TOYOTA CAMRY 4C LE,72100,4T1BF3EK5AU527122,,,,,PRESTIGE AUTO SALES GROUP INC,"$9,100 ","25129 Old Rd Ste 200 Stevenson Ranch, CA 91381",(661) 295-1003,,,,
95,2013,TOYOTA 4RUNNER 4X4 LIMITED,29181,JTEBU5JR5D5137074,,,,,CARMAX # 7195,"$32,250 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
96,2013,AUDI Q7,27420,WA1LGAFE0DD001448,FREEMAN MOTOR COMPANY INC,"$32,400 ",not applicable,not applicable,,,,,SUNSHINE ENTERPRISES INC,"$32,500 ","2485 Shoreline Dr Ste 101 Alameda, CA 94501",(510) 749-1061
97,2014,FORD MUSTANG V8 CNV GT,34484,1ZVBP8FF8E5233940,KAZMA AUTO SALES INC,"$19,750 ","3400 N US Highway 17/92 Longwood, FL 32750",407-324-3110,,,,,SOUTHERN FINANCIAL,"$20,000 ",NA,NA
98,2003,MERCEDES SL500,101216,WDBSK75F73F038611,AUTOSITE ARIZONA LLC,"$9,400 ","2816 E Bell Rd Phoenix, AZ 85032",602-971-1568,LOTUS AUTO SALES,"$9,700 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,
,,,,,LOTUS AUTO SALES,"$9,700 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,,,,
99,2007,TOYOTA CAMRY 4C LE,87436,4T1BE46K97U035810,DRIVETIME,"$7,400 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,LEZMA AUTO SALES,"$7,900 ","724 W Pacific Coast Hwy Los Angeles, CA 90744",(310) 513-9841,,,,
,,,,,HANFORD IMPORTS,"$7,900 ","600 W 7th St Hanford, CA 93230",(559) 583-7796,,,,,,,,
100,2011,MAZDA CX-9 FWD V6 TOURING,64294,JM3TB2CV3B0332647,CARDINALE GMC TRUCK,"$13,250 ","2 Heitzinger Plaza Seaside, CA 93955",(877) 957-1626,CARDINALE GMC TRUCK,"$13,250 ","2 Heitzinger Plaza Seaside, CA 93955",(877) 957-1626,,,,
101,2015,KIA OPTIMA SX TURBO,26573,5XXGR4A61FG362148,,,,,IMPERIO KIA OF SAN JUAN CAPISTRANO,"$20,000 ","33611 Camino Capistrano San Juan Capistrano, CA 92675",(949) 276-2000,,,,
102,2014,TOYOTA RAV4 FWD LE,17374,JTMZFREV8ED031625,OTOMOTO GROUP INC,"$18,250 ","346 Paseo Tesoro Walnut, CA 91789",(909) 555-5555,OTOMOTO GROUP INC,"$18,250 ","346 Paseo Tesoro Walnut, CA 91789",(909) 555-5555,,,,
,,,,,AUTONATION DIRECT,"$17,500 ","200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,,,,,,,,
103,2010,TOYOTA SEQUOIA 4X2 V8 LIMITED,31796,5TDKY5G16AS029580,GOLDIES MOTORS,"$28,000 ","2950-1 E Broadway Rd Phoenix, AZ 85040",(602) 454-6400,CARMAX # 7195,"$28,250 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
,,,,,ONLINE AUTOMOTIVE GROUP LLC,"$27,250 ","23910 N 19th Ave Ste 22 Phoenix, AZ 85085",(623) 581-3060,,,,,,,,
104,2009,BMW 528I,65036,WBANU53509C123711,BALLERS,"$13,000 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,CARMAX # 7195,"$13,400 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
105,2009,BMW X5 3.0 SI 30I,66822,5UXFE43559L262116,,,,,CAR STAR MOTORS,"$18,500 ","12460 Victory Blvd North Hollywood, CA 91606",(818) 781-5333,,,,
106,2008,LEXUS LS 460 LWB,81963,JTHGL46F685032926,LAS VEGAS MOTORCARS,"$20,750 ","4200 W Russell Rd Ste 109 Las Vegas, NV 89118",(702) 463-9700,LAS VEGAS MOTORCARS,"$20,750 ","4200 W Russell Rd Ste 109 Las Vegas, NV 89118",(702) 463-9700,,,,
107,2003,BMW 745I,81015,WBAGL63433DP64569,,,,,MAC AUTO WHOLESALE INC,"$5,500 ","PO Box 44 Brea, CA 92822",(714) 990-2077,,,,
108,2011,TOYOTA TUNDRA 4X2 DB,105497,5TFRM5F1XBX023112,,,,,DCH TOYOTA OF TORRANCE,"$14,400 ","2909 Pacific Coast Hwy Torrance, CA 90505",(310) 325-7500,,,,
109,2009,BMW X5 4.8L 48I,73770,5UXFE83579L170447,,,,,CAR STAR MOTORS,"$17,300 ","12460 Victory Blvd North Hollywood, CA 91606",(818) 781-5333,,,,
110,2013,HONDA CIVIC,55829,2HGFB2F50DH528028,LOTUS AUTO SALES,"$11,600 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,LOTUS AUTO SALES,"$11,600 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,
111,2007,ACURA TL TYPE-S,151697,19UUA76547A021076,GLAZZY AUTO SALES,"$5,800 ","4505 E Belmont Ave Fresno, CA 93702",(559) 456-2987,DELUXE AUTO DEALER LLC,"$8,100 ","8122 Bolsa Ave Midway City, CA 92655",(714) 894-0063,,,,
,,,,,AUTOSITE ARIZONA LLC,"$6,700 ","2816 E Bell Rd Phoenix, AZ 85032",602-971-1568,,,,,,,,
112,2008,ACURA TL TYPE-S,173858,19UUA76598A055757,,,,,CHILPAS AUTO SALES,"$7,900 ",NA,NA,,,,
113,2004,BMW X3 3.0L,103317,WBXPA93484WA30080,,,,,GLOBAL AUTO GROUP,"$5,400 ","12507 Oxnard ST. Los Angeles, CA 91606",(818) 358-2757,,,,
114,2010,CHEVROLET TAHOE 4X4 V8 LT,140689,1GNUKBE01AR101570,SIERRA AUTO CENTER,"$16,100 ","4175 N Blackstone Ave Fresno, CA 93726",(559) 228-8700,,,,,,,,
115,2007,LANDROVER LR3 V8 SE,116799,SALAE25467A427032,EZ CARS 101 LLC,"$10,700 ","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,EZ CARS 101 LLC,"$10,700 ","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,
,,,,,BALLERS,"$8,900 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
116,2007,MERCEDES CLK350A,37058,WDBTK56F67T081299,,,,,CARMAX # 7195,"$14,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
117,2010,MERCEDES E350W,80478,WDDHF5GB4AA251627,BALLERS,"$14,000 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,AUTO AZZI S.A.R.L.,"$14,750 ","Jdeideh Highway, Facing Anastasia Travel",961 1 48 05 13 ,,,,
,,,,,AUTO AZZI S.A.R.L.,"$14,750 ","Jdeideh Highway, Facing Anastasia Travel",961 1 48 05 13 ,,,,,,,,
118,2009,PORSCHE CAYENNE V8 TURBO S,72971,WP1AC29P99LA82814,ELITE MOTOR CARS,"$32,750 ","1671 Challenge Dr Concord, CA 94520",(925) 826-5353,ELITE MOTOR CARS,"$32,750 ","1671 Challenge Dr Concord, CA 94520",(925) 826-5353,,,,
119,2009,VOLKSWAGEN GTI,81556,WVWFD71K29W005072,PRESTIGE AUTOS,"$8,400 ","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500,ST MINA AUTO SALES,"$9,100 ","4963 Holt Blvd Montclair, CA 91763",(949) 290-4499,,,,
120,2008,TOYOTA FJ CRUISER 4X4,73446,JTEBU11F58K045761,EMOTORSWEST.COM SUPERSTORE IDAHO,"$20,250 ","5803 Cleveland Blvd, Caldwell, ID 83607",888-815-5211,EMOTORSWEST.COM SUPERSTORE IDAHO,"$20,250 ","5803 Cleveland Blvd, Caldwell, ID 83607",888-815-5211,,,,
121,2013,BMW 528IA 528I AUTO,38848,WBAXG5C59DD234924,,,,,STG AUTO GROUP,"$26,500 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
122,2012,ACURA MDX,20777,2HNYD2H25CH508628,,,,,HONDA AUTO CENTER OF BELLEVUE,"$28,000 ","13291 SE 36th St Bellevue, WA 98006",(425) 643-3770,,,,
123,2014,BMW 428I CPE 428I,24692,WBA3N7C5XEF719546,VOLKWAGEN OF MURRIETA,"$26,250 ","41300 Date St Murrieta, CA 92562",(855) 225-1609,P & L AUTO TRADING GROUP LLC,"$32,250 ","5113 West Beverly Road Laveen, AZ 85339",480-735-4927,,,,
,,,,,"CASTLE USED CARS, INC.","$28,500 ","5225 Beach Blvd Jacksonville, FL 32207",(904) 807-5588,,,,,,,,
,,,,,P & L AUTO TRADING GROUP LLC,"$32,250 ","5113 West Beverly Road Laveen, AZ 85339",480-735-4927,,,,,,,,
124,2013,PORSCHE CAYENNE V6,35545,WP1AA2A23DLA19299,AUTO CONNECTIONS OF BELLEVUE,"$39,500 ","13240 Northup Way Bellevue, WA 98005",(425) 466-2886,STG AUTO GROUP,"$40,250 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
,,,,,IAUTOHAUS,"$40,500 ","1876 E Broadway Rd Tempe, AZ 85282",(480) 317-0777,,,,,,,,
125,2011,HYUNDAI SONATA HYBRID,120838,KMHEC4A47BA004996,,,,,TIM DAHLE NISSAN OF SOUTHTOWNE,"$7,600 ","11155 S Jordan Gateway Blvd South Jordan, UT 84095",(801) 495-3800,,,,
126,2011,PORSCHE CAYENNE V6 S,62864,WP1AE2A29BLA91691,,,,,"LANDMARK MOTORS, INC.","$34,000 ","429 S Nevada Ave Colorado Springs CO 80903

",(719) 694-8283,,,,
127,1999,VW BEETLE GL 2.0L,91760,3VWBC21C0XM452250,AUTOKRAFT MOTORS,"$1,700 ",Not applicable,Not applicable,ONE AUTO SALES,"$1,750 ",NA,NA,,,,
128,2008,BMW 535IA 535I AUTO,84665,WBANW13568CN55625,GOOD GUYS AUTO SALES INC,"$8,600 ","6240 Mission Gorge Rd San Diego, CA 92120",(619) 624-0000,WEST COAST MOTOR SPORTS LLC,"$9,500 ","7909 Van Nuys Blvd Unit C Van Nuys, CA 91402",(818) 422-9798,,,,
,,,,,BALLERS,"$9,600 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
129,2013,HONDA PILOT FWD EX-L,76154,5FNYF3H57DB019588,TIGGYS AUTO GROUP,"$22,000 ","4730 Firestone Blvd South Gate, CA 90280",(323) 566-0133,,,,,,,,
130,2015,BMW X4,15820,5UXXW3C54F0F88968,VOLKWAGEN OF MURRIETA,"$35,500 ","41300 Date St Murrieta, CA 92562",(855) 225-1609,VOLKWAGEN OF MURRIETA,"$35,500 ","41300 Date St Murrieta, CA 92562",(855) 225-1609,,,,
131,2010,TOYOTA TACOMA 4X4 DB,53826,3TMLU4EN1AM038512,KARMART VOLKSWAGEN OF,"$22,000 ","1725 Bouslog Rd Burlington, WA 98233",(360) 755-3700,PASO ROBLES FORD LINCOLN MERCURY,"$25,250 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,
,,,,,AUTO PROZ,"$23,000 ","920 El Cajon Blvd,El Cajon, CA 92020",(619) 440-3000,,,,,,,,
,,,,,PASO ROBLES FORD LINCOLN MERCURY,"$25,250 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,,,,,
132,2012,INFINITI QX56 4X2 8-PASS,60396,JN8AZ2ND8C9715128,VOLKWAGEN OF MURRIETA,"$33,500 ","41300 Date St Murrieta, CA 92562",(855) 225-1609,VOLKWAGEN OF MURRIETA,"$33,500 ","41300 Date St Murrieta, CA 92562",(855) 225-1609,,,,
,,,,,MARK MITSUBISHI,"$33,250 ","5200 San Mateo NE Albuquerque, NM 87109",(505) 338-8100,,,,,,,,
133,2013,BMW X5 35I AWD 35I,48905,5UXZV4C58D0G50094,,,,,TIM DAHLE NISSAN,"$30,750 ","4528 S State St Murray, UT 84107",(801) 290-0250,,,,
134,2006,HONDA CIVIC EX,121100,2HGFA16876H513164,MAGIC AUTO CENTER OF R,"$6,200 ","6360 Reseda Blvd Tarzana, CA 91335",(818) 881-6999,MEDINA CARS LTD,"$6,900 ","407 South Atlantic Boulevard Los Angeles, CA 90022",(323( 264-9800,,,,
135,2005,PONTIAC G6 GT,159701,1G2ZH528354166131,,,,,FIRST CLASS MOTORS,"$2,500 ",Not applicable,Not applicable,,,,
136,2013,DODGE JOURNEY FWD 4C,19443,3C4PDCAB7DT531967,,,,,SOUTH BAY FORD LINCOLN,"$13,500 ","5100 West Rosecrans Avenue Hawthorne, CA 90250",1-866-504-0615,,,,
137,2000,LEXUS RX300,170858,JT6GF10U6Y0078131,,,,,FIRST CLASS MOTORS,"$2,200 ",Not applicable,Not applicable,,,,
138,2003,HONDA CIVIC EX,131741,2HGES26713H552253,,,,,PRESTIGE AUTO SALES GROUP INC,"$3,600 ","25129 Old Rd Ste 200 Stevenson Ranch, CA 91381",(661) 295-1003,,,,
139,2007,TOYOTA RAV4 FWD 4C SPORT,77740,JTMZD32V276042926,CAR CONNECTION,"$10,100 ","2501 Commercial St San Diego, CA 92113",(619) 238-8170,CAR CONNECTION,"$10,100 ","2501 Commercial St San Diego, CA 92113",(619) 238-8170,,,,
,,,,,AUSSIE AUTO INC,"$9,800 ",11459 Ventura Blvd STUDIO CITY CALIFORNIA,1 818-980-2400,,,,,,,,
140,2003,FORD EXCURS 4X4 V8 ED BAUER,166540,1FMSU45P13EC24018,CALI MOTORS INC,"$9,800 ","7905 Van Nuys Blvd Ste Y Van Nuys, CA 91402",(818) 430-7530,,,,,CALI MOTORS INC,"$9,800 ","7905 Van Nuys Blvd Ste Y Van Nuys, CA 91402",(818) 430-7530
,,,,,AUTO PAWN SAN DIEGO,"$9,600 ","8939 Troy St Spring Valley, CA 91977",(619) 464-2131,,,,,,,,
141,2006,DODGE MAGNUM 4X2 V8 R/T,26416,2D4GV57296H360122,,,,,,,,,STG AUTO GROUP,"$29,000 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595
142,2003,CHEVROLET CORVETTE,126127,1G1YY22G835103054,GLAZZY AUTO SALES,"$8,300 ","4505 E Belmont Ave Fresno, CA 93702",(559) 456-2987,,,,,GLAZZY AUTO SALES,"$8,300 ","4505 E Belmont Ave Fresno, CA 93702",(559) 456-2987
143,2013,VOLKSWAGEN PASSAT 5C S,91931,1VWAP7A34DC077103,JESSES USED CARS,"$7,400 ","10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,JESSES USED CARS,"$7,400 ","10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,,,,
144,2013,DODGE CHALLENGER V6,35674,2C3CDYAG8DH607832,ATLANTA BEST USED CARS LLC,"$12,500 ","5141 Buford Hwy, Norcross, GA 30071",866-631-8725,,,,,ATLANTA BEST USED CARS LLC,"$12,500 ","5141 Buford Hwy, Norcross, GA 30071",866-631-8725
,,,,,CALI MOTORS INC,"$12,250 ","7905 Van Nuys Blvd Ste Y Van Nuys, CA 91402",(818) 430-7530,,,,,,,,
145,2011,HONDA ACCORD 4C LX,150338,1HGCP2F35BA021253,MAGIC AUTO CENTER OF R,"$7,100 ","6360 Reseda Blvd Tarzana, CA 91335",(818) 881-6999,MAGIC AUTO CENTER OF R,"$7,100 ","6360 Reseda Blvd Tarzana, CA 91335",(818) 881-6999,,,,
,,,,,GLAZZY AUTO SALES,"$6,200 ","4505 E Belmont Ave Fresno, CA 93702",(559) 456-2987,,,,,,,,
146,2014,CHEVROLET 1500 SLV 4X2 CR LT,19085,3GCPCREC3EG147929,,,,,PACIFIC AUTO CENTER,"$26,750 ","16416 Valley Blvd Fontana, CA 92335",(909) 429-1100,,,,
147,2012,DODGE CHALLENGER V8 SRT8 392,75053,2C3CDYCJ8CH105877,,,,,AUTO DEPOT,"$23,000 ","15836 Valley Blvd Fontana, CA 92335",(909) 355-7223,,,,
148,2013,CADILLAC CTS 4X2 V6 LUXURY,31307,1G6DE5E57D0117183,,,,,MONZA CAR ,"$17,700 ","14961 Ventura Blvd Sherman Oaks, CA 91403",(818) 907-1770,,,,
149,2015,HONDA FIT,11584,3HGGK5H82FM768912,,,,,PACIFIC AUTO CENTER,"$15,400 ","16416 Valley Blvd Fontana, CA 92335",(909) 429-1100,,,,
150,2006,JEEP COMANDER 4X4 V8 LIMITED,91261,1J8HG58266C221247,LARRY H. MILLER FLEET,"$8,300 ",NOT APPLICABLE,NOT APPLICABLE,LA PLAYITA AUTO SALES INC,"$9,600 ","2955 E Firestone Blvd South Gate, CA 90280",(323) 566-4846,,,,
151,2010,JEEP COMANDER 4X2 V6 SPORT,106846,1J4RH4GK0AC137402,EMPIRE MOTORS,"$8,400 ","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,LA PLAYITA AUTO SALES INC,"$8,500 ","2955 E Firestone Blvd South Gate, CA 90280",(323) 566-4846,,,,
152,2011,CADILLAC CTS 4X2 V6 PERFORM,47195,1G6DJ5ED7B0157215,,,,,MAC AUTO WHOLESALE INC,"$12,500 ","PO Box 44 Brea, CA 92822",(714) 990-2077,,,,
153,2014,HONDA ACCORD 4C LX,15784,1HGCR2F32EA067234,,,,,ST MINA AUTO SALE,"$16,800 ","4963 Holt Blvd Montclair, CA 91763",(949) 290-4499,,,,
154,2012,CHRYSLER 300 4X2 V6,34505,2C3CCAAGXCH227304,,,,,,,,,PREMIER AUTO SALES,"$14,900 ","11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234
155,2006,MERCEDES CLS500C,81123,WDDDJ75X56A043898,,,,,MAC AUTO WHOLESALE INC,"$13,000 ","PO Box 44 Brea, CA 92822",(714) 990-2077,,,,
156,2008,CHEVROLET 1500 SUB 4X2 V8,77820,3GNFC160X8G198339,CARDINALE GMC TRUCK,"$15,750 ","2 Heitzinger Plaza Seaside, CA 93955",(877) 957-1626,CARDINALE GMC TRUCK,"$15,750 ","2 Heitzinger Plaza Seaside, CA 93955",(877) 957-1626,,,,
157,2008,CADILLAC STS AWD V6,111015,1G6DW67V480126588,LOTUS AUTO SALES,"$7,600 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,LOTUS AUTO SALES,"$7,600 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,
,,,,,BALLERS,"$6,700 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
158,2006,ISUZU ASCENDER 4X4 6C,77205,4NUDT13S862700247,LARRY H. MILLER FLEET,"$4,500 ",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
159,2013,LANDROVER LR4,61510,SALAK2D49DA660621,,,,,TIM DAHLE NISSAN OF SOUTHTOWNE,"$35,750 ","11155 S Jordan Gateway Blvd South Jordan, UT 84095",(801) 495-3800,,,,
160,2008,HONDA RIDGELIN 4X4 CR RTL,122708,2HJYK16548H500669,DRIVETIME,"$13,000 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,PREMIER AUTO SALES,"$13,100 ","11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234,,,,
161,2013,SCION XB,19324,JTLZE4FE1DJ030826,,,,,ST MINA AUTO SALES,"$12,400 ","4963 Holt Blvd Montclair, CA 91763",(949) 290-4499,,,,
162,2013,AUDI A6 AWD 4C 2.0T PRM +,50749,WAUGFAFC3DN027266,,,,,TIM DAHLE NISSAN OF SOUTHTOWNE,"$24,000 ","11155 S Jordan Gateway Blvd South Jordan, UT 84095",(801) 495-3800,,,,
163,2011,SUBARU IMP WRX WRX LTD,53570,JF1GV7F66BG517386,,,,,ICONIC MOTORS,"$20,000 ","2 California Ave,Pleasanton, CA 94566",(925) 484-4266,,,,
164,2004,AUDI A4 FWD V6 3.0L,129147,WAUAT48H54K010673,,,,,CAR TRADERS,"$2,800 ",NA,NA,,,,
165,2006,VOLVO S60 FWD 5C 2.4L,97561,YV1RS547762524209,AUTOKRAFT MOTORS,"$4,100 ",Not applicable,Not applicable,SOUTH BAY MOTORS,"$4,400 ","71 Broadway Chula Vista, CA 91910",(619) 427-8400,,,,
,,,,,SOUTH BAY MOTORS,"$4,400 ","71 Broadway Chula Vista, CA 91910",(619) 427-8400,,,,,,,,
166,2013,HONDA PILOT 4X4 EX-L,46574,5FNYF4H50DB001570,AUTO GALLERY,"$23,200 ","2550 Wardlow Rd Corona, CA 92882",(951) 372-0008,AUTO GALLERY,"$23,200 ","2550 Wardlow Rd Corona, CA 92882",(951) 372-0008,,,,
167,2008,BMW 750LI 750LI,124884,WBAHN83508DT80761,METRO AUTO TRADERS INC,"$8,500 ","600 E Northwest Hwy Des Plaines, IL 60016 b/t Broadway & Seegers Rd",(847) 293-1292,METRO AUTO TRADERS INC,"$8,500 ","600 E Northwest Hwy Des Plaines, IL 60016 b/t Broadway & Seegers Rd",(847) 293-1292,,,,
