S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
104,2014,ACURA RDX FWD,27273,5J8TB3H3XEL008976,,,,,HERTZ CAR SALES,"$24,000 ","4401 Stevens Creek Blvd Santa Clara, CA 95051",(877) 244-6782,,,,
105,2014,TOYOTA 4RUNNER 4X2 SR5,49029,JTEZU5JR3E5083242,REAGOR AUTO MALL LTD,"$26,250 ","1211 19th St Lubbock, TX 79401",(888) 790-4491,DUBLIN TOYOTA ,"$26,500 ","4321 Toyota Dr Dublin, CA 94568",(925) 829-7700,,,,
106,2010,AUDI Q5 3.2L PRM,81726,WA1MKAFP9AA092799,LIMITLESS MOTORS LLC,"$16,250 ","16205 SW 117 Ave Unit 18C Miami, FL 33177
",(305) 592-9883,LEGACY CARS,"$18,250 ","670 El Cajon Blvd El Cajon, CA 92020",(619) 442-0916,,,,
107,2011,TOYOTA SEQUOIA 4X2 V8 SR5,98281,5TDZY5G11BS031544,AUTONATION DIRECT,"$20,100 ","200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,AUTONATION DIRECT,"$20,100 ","200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,,,,
108,2010,MERCEDES GLK350W4 GLK350,75560,WDCGG8HB6AF303520,CAVALLINO LUXURY MOTORS LLC,"$15,700 ","4734 E Speedway Blvd Tucson, AZ 85712",(520) 437-7292,AMC AUTO SALES,"$16,200 ","38395 Mission Blvd, Fremont, CA 94536",+1 510-791-0900,,,,
109,2011,HYUNDAI EQUUS ULTIMATE,68597,KMHGH4JF7BU042965,HONDA OF MARYSVILLE,"$21,250 ",NA,NA,HONDA OF MARYSVILLE,"$21,250 ",NA,NA,,,,
110,2013,MINI COOPER S,29733,WMWSV3C50DT476284,AUTOBOOMER INC,"$13,750 ","4404 Woodman Ave Ste C Sherman Oaks, CA 91423",(818) 907-7073,CASH OR FINANCE AUTO,"$14,000 ","16720 Lakewood Blvd Bellflower, CA 90706",(562) 202-9289,,,,
111,2013,HONDA CROSSTR FWD 4C EX-L,37503,5J6TF3H5XDL003189,AUTONATION DIRECT,"$17,500 ","200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,,,,,,,,
112,2014,KIA OPTIMA SXL TURBO,50144,5XXGR4A65EG279871,,,,,CARSON NISSAN,"$16,900 ","1505 E 223rd St Carson, CA 90745",(310) 221-5119,,,,
113,2013,HYUNDAI ELANTRA SE,42485,KMHDH6AE7DU007898,TOYOTA OF OLYMPIA,"$11,250 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,TOYOTA OF OLYMPIA,"$11,250 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,,,,
114,2012,CHEVROLET 1500 SLV 4X2 CR LT,130115,3GCPCSE01CG174024,MARTINEZ USED CARS INC,"$14,750 ","314 Lander Ave Turlock, CA 95380",(209) 634-4496,PACOIMA MOTORS,"$15,750 ","13472 Louvre St Los Angeles, CA 91331",(818) 532-2927,,,,
115,2007,GMC YUKON 4X2 V8 SLT,97133,1GKFC13057R122365,,,,,BAY AREA CAR SALES LLC,"$16,300 ","1544 W San Carlos St San Jose, CA 95126",(408) 297-7000,,,,
116,2013,TOYOTA RAV4 FWD LE,50429,JTMZFREV0DD018611,MARTINEZ USED CARS INC,"$14,700 ","314 Lander Ave Turlock, CA 95380",(209) 634-4496,JESSES USED CARS,"$14,600 ","10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,,,,
117,2007,TOYOTA SEQUOIA 4X2 SR5,142131,5TDZT34A97S297196,CAVALLINO LUXURY MOTORS LLC,"$8,900 ","4734 E Speedway Blvd Tucson, AZ 85712",(520) 437-7292,CAVALLINO LUXURY MOTORS LLC,"$8,900 ","4734 E Speedway Blvd Tucson, AZ 85712",(520) 437-7292,,,,
118,2011,FORD MUSTANG V6 CPE,94897,1ZVBP8AM5B5106550,,,,,BAY AREA CAR SALES LLC,"$8,500 ","1544 W San Carlos St San Jose, CA 95126",(408) 297-7000,,,,
119,2005,CHEVROLET AVALANCH 4X2 CR LS,47863,3GNEC12Z65G211969,AUTO MARKET AZ LLC,"$10,900 ","507 N Scottsdale Rd Scottsdale, AZ 85257",(480) 300-5500,EXTREME CARS & TRUCKS,"$11,000 ","12655 18th Yucaipa, CA 92399",(909) 794-7316,,,,
120,2012,KIA OPTIMA SX,94534,5XXGR4A61CG064890,EM MOTORS,"$11,000 ","7400 W State St Boise, ID 83714",(208) 853-2886,ANDES MOTORS INC,"$11,750 ","18347 Valley Blvd Bloomington, CA 92316",(909) 877-5151,,,,
121,2007,DODGE NITRO 4X4 V6 SXT,150907,1D8GU28K07W579987,CAR POWER AUTO SALES,"$4,300 ","1325 E Truxtun Ave Bakersfield, CA 93305",(661) 695-2321,,,,,,,,
122,2007,DODGE CHARGER 4X2 V6,130550,2B3KA43G87H610788,WEST SIDE AUTO SALES & LEASING,"$4,900 ",N/A,N/A,,,,,,,,
123,2010,DODGE AVENGER 4C R/T,91624,1B3CC5FB6AN209839,AUTO WORLD SALES AND LEASING,"$6,500 ","409 S Glendale Ave,Ste A,Glendale, CA 91205",(818) 246-1500,AUTO WORLD SALES AND LEASING,"$6,500 ","409 S Glendale Ave,Ste A,Glendale, CA 91205",(818) 246-1500,,,,
124,2005,FORD F150 4X2 CR LARIAT,130848,1FTPW12555FA24682,5 GRAND AUTOLAND,"$8,900 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,5 GRAND AUTOLAND,"$8,900 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,,,,
125,2010,DODGE GRAND CARAVAN SXT,98605,2D4RN5D14AR219448,TOYOTA OF OLYMPIA,"$7,600 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,CARSON NISSAN,"$7,700 ","1505 E 223rd St Carson, CA 90745",(310) 221-5119,,,,
126,2007,CHEVROLET 1500 SUB 4X2 V8 LTZ,185226,1GNFC16J97J186978,EM MOTORS,"$8,300 ","7400 W State St Boise, ID 83714",(208) 853-2886,JESSES USED CARS,"$8,700 ","10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,,,,
127,2006,CHEVROLET AVALANCH 4X2 CR LS,112135,3GNEC12Z86G152148,,,,,DRIVETIME,"$9,700 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
128,2005,NISSAN ARMADA 4X4 LE,147021,5N1AA08B65N714843,,,,,SEVEN SEVEN MOTORS,"$5,100 ","793 E Holt Ave, Pomona, CA 91767",(909) 622-7711,,,,
129,2012,HYUNDAI ELANTRA,75266,KMHDH4AE3CU293056,AUTO MART USA,"$7,200 ","4199 Union Ave Bakersfield, CA 93305",(661) 864-7990,AUTOFORZA MOTORS LLC,"$7,300 ","76 W 2100 S Salt Lake City, UT 84115",(801) 601-8574,,,,
,,,,,AUTOFORZA MOTORS LLC,"$7,300 ","76 W 2100 S Salt Lake City, UT 84115",(801) 601-8574,,,,,,,,
130,2010,NISSAN ALTIMA 4C 2.5,110509,1N4AL2AP4AN528900,,,,,ANDES MOTORS INC,"$6,900 ","18347 Valley Blvd Bloomington, CA 92316",(909) 877-5151,,,,
131,2008,TOYOTA TACOMA 4X2 EX,179893,5TETX22N08Z559198,BEST QUALITY AUTO SALES,"$8,500 ","8553 San Fernando Rd Sun Valley, CA 91352",(818) 504-2002,BEST QUALITY AUTO SALES,"$8,500 ","8553 San Fernando Rd Sun Valley, CA 91352",(818) 504-2002,,,,
132,2010,TOYOTA CAMRY 4C LE,99147,4T1BF3EK0AU545401,MOTOR CITY,"$8,100 ",NA,NA,GANAS AUTO ,"$9,200 ",7973 Indiana Ave RiversideCA92504-4058,(951) 785 0559,,,,
,,,,,BEST QUALITY AUTO SALES,"$9,300 ","8553 San Fernando Rd Sun Valley, CA 91352",(818) 504-2002,,,,,,,,
133,2007,DODGE DURANGO 4X4 V8 SLT,135016,1D8HB48N37F558616,CAVALLINO LUXURY MOTORS LLC,"$4,500 ","4734 E Speedway Blvd Tucson, AZ 85712",(520) 437-7292,AUTO SELL,"$6,100 ",NA,NA,,,,
,,,,,BRAIDA,"$6,000 ",NA,NA,,,,,,,,
134,2006,CHEVROLET MALIBU LT,65776,1G1ZT51F76F294560,CAR POWER AUTO SALES,"$3,000 ","1325 E Truxtun Ave Bakersfield, CA 93305",(661) 695-2321,SOUTHERN ARIZONA AUTO COMPANY OF DOUGLAS,"$3,900 ","1200 N G Ave, Douglas, AZ 85607",(520) 364-2424,,,,
,,,,,CAVALLINO LUXURY MOTORS LLC,"$3,100 ","4734 E Speedway Blvd Tucson, AZ 85712",(520) 437-7292,,,,,,,,
,,,,,SOUTHERN ARIZONA AUTO COMPANY OF DOUGLAS,"$3,900 ","1200 N G Ave, Douglas, AZ 85607",(520) 364-2424,,,,,,,,
135,2010,NISSAN CUBE 1.8 S,96736,JN8AZ2KR0AT165746,SOUTH BAY MOTORS ,"$4,400 ","71 Broadway Chula Vista, CA 91910",(619) 427-8400,,,,,,,,
,,,,,AUTO WORLD SALES AND LEASING,"$5,200 ","409 S Glendale Ave,Ste A,Glendale, CA 91205",(818) 246-1500,,,,,,,,
,,,,,STUNNING AUTO,"$5,000 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,,,,,,,,
136,2006,BMW 530I 530I AUTO,108153,WBANE73546CM36023,SMART AUTO,"$7,700 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,SMART AUTO,"$7,700 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,,,,
,,,,,SILICON VALLEY AUTO SOURCE,"$6,200 ","750 E McGlincy Ln Ste 102 Campbell, CA 95008",(408) 599-1415,,,,,,,,
,,,,,BALLERS,"$6,800 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
,,,,,EM MOTORS,"$7,600 ","7400 W State St Boise, ID 83714",(208) 853-2886,,,,,,,,
137,2003,ACURA MDX AWD TOURING,119371,2HNYD18643H504681,,,,,ASAY'S AUTOS LLC,"$6,400 ",not applicable,not applicable,,,,
138,2011,HONDA CIVIC LX,167066,2HGFA1F53BH516918,SANTANA AUTO SALES,"$4,600 ","637 W Mowry Dr Homestead, FL 33030",(305) 248-6522,GLAZZY AUTO SALES,"$5,800 ","4505 E Belmont Ave Fresno, CA 93702",(559) 456-2987,,,,
,,,,,EM MOTORS,"$5,100 ","7400 W State St Boise, ID 83714",(208) 853-2886,,,,,,,,
,,,,,GLAZZY AUTO SALES,"$5,800 ","4505 E Belmont Ave Fresno, CA 93702",(559) 456-2987,,,,,,,,
,,,,,CAR POWER AUTO SALES,"$5,500 ","1325 E Truxtun Ave Bakersfield, CA 93305",(661) 695-2321,,,,,,,,
,,,,,AUTO SAILS INC,"$5,200 ",NA,NA,,,,,,,,
139,2006,BMW 330I,134317,WBAVB33506KR72829,,,,,SAN DIEGO AUTO CLUB,"$6,100 ","2910 Central Ave, Spring Valley, CA 91977",(619) 698-2255,,,,
140,2002,LEXUS GS 430,292496,JT8BL69S720010128,GLAZZY AUTO SALES,"$3,200 ","4505 E Belmont Ave Fresno, CA 93702",(559) 456-2987,GLAZZY AUTO SALES,"$3,200 ","4505 E Belmont Ave Fresno, CA 93702",(559) 456-2987,,,,
141,2004,ACURA TSX,108502,JH4CL96954C007205,MOTOR CITY,"$6,400 ",NA,NA,EM MOTORS,"$6,500 ","7400 W State St Boise, ID 83714",(208) 853-2886,,,,
,,,,,EM MOTORS,"$6,500 ","7400 W State St Boise, ID 83714",(208) 853-2886,,,,,,,,
,,,,,STUNNING AUTO,"$5,500 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,,,,,,,,
142,2001,TOYOTA SEQUOIA 4X4,181610,5TDBT44A11S008780,J&R OPTIMUM AUTO LLC,"$2,700 ","13516 Telegraph Rd Ste I Whittier, CA 90605",(323) 200-0405,J&R OPTIMUM AUTO LLC,"$2,700 ","13516 Telegraph Rd Ste I Whittier, CA 90605",(323) 200-0405,,,,
143,2007,HONDA CIVIC LX,156666,1HGFA16577L006534,MOTOR CITY,"$4,900 ",NA,NA,GLAZZY AUTO SALES,"$5,000 ","4505 E Belmont Ave Fresno, CA 93702",(559) 456-2987,,,,
144,2013,NISSAN VERSA S PLUS,41689,3N1CN7APXDL889596,MOTOR CITY,"$7,100 ",NA,NA,MOTOR CITY,"$7,100 ",NA,NA,,,,
