S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
100,2012,TOYOTA SEQUOIA 4X2 V8 PLATINUM,59000,5TDYY5G13CS042672,SKY TOUCH IMPORTS INC,"$33,750 ","135 W Commonwealth Ave Fullerton, CA 92832",(714) 879-6900,,,,,WESTCOAST AUTO SALES,"$34,250 ","5180 Holt Blvd Montclair, CA 91763",(909) 900-0000
101,2015,BMW 328I 328I,4583,WBA3C1C56FK119960,,,,,,,,,CERTIFIED BENZ & BEEMER,"$27,500 ","6725 E McDowell Rd Scottsdale, AZ 85257",(888) 553-7071
102,2013,HONDA ACCORD 4C EX-L,26290,1HGCR2F87DA060029,TUSTIN HYUNDAI,"$16,250 ","16 Auto Center Drive Tustin, CA 92782",(714) 647-2000,PUENTE HILLS SUBARU,"$18,250 ","17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814,,,,
,,,,,MARK MITSUBISHI,"$17,000 ","5200 San Mateo NE Albuquerque, NM 87109",(505) 338-8100,,,,,,,,
103,2003,FORD THUNDERBIRD,50592,1FAHP60A03Y102517,,,,,FORMULA ONE MOTORS,"$12,000 ","3896 Stevens Creek Blvd, San Jose, CA 95117",(408) 248-3300,,,,
104,2008,MERCEDES ML350,126701,4JGBB86E98A399870,,,,,J J WHOLESALE,"$8,250 ","5909 Whittier BlvdLos Angeles, CA 90022",(323) 346-0254,,,,
105,2012,BMW 535I GT 535I,62885,WBASN2C53CC202117,,,,,,,,,ANAHEIM MITSUBISHI,"$19,250 ","1300 South Auto Center Dr Anaheim, CA 92806",(714) 533-2200
106,2010,BMW 650I 650I,61310,WBAEB5C58AC225591,,,,,,,,,FORMULA ONE MOTORS,"$22,000 ","3896 Stevens Creek Blvd, San Jose, CA 95117",(408) 248-3300
107,2011,FORD EXPEDITION 4X2 XLT,89014,1FMJU1H52BEF50333,"CITY AUTO SALES, LLC","$12,250 ","400 North Johnson Ave El Cajon, CA 92020",(619) 588-4349,FORMULA ONE MOTORS,"$12,500 ","3896 Stevens Creek Blvd, San Jose, CA 95117",(408) 248-3300,,,,
108,2013,BMW 335I 335I,28308,WBA3A9G59DNP35758,IAUTOHAUS,"$25,500 ","1876 E Broadway Rd Tempe, AZ 85282",(480) 317-0777,,,,,IAUTOHAUS,"$25,500 ","1876 E Broadway Rd Tempe, AZ 85282",(480) 317-0777
109,2005,LEXUS LS 430,39305,JTHBN36FX55020210,,,,,CARMAX # 7195,"$14,250 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
110,2005,GMC YUKON 4X2 V8 SLT,176125,1GKEC13T85R226318,,,,,,,,,CAIFORNIA CAR EXPORT,"$4,000 ","5277 Vincent Avenue # 14 Irwindale, CA 91706",626-812-6180
111,2012,CADILLAC CTS 4X2 V6,85069,1G6DA5E55C0109769,BALLERS,"$13,750 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,PACIFIC AUTO CENTER,"$14,250 ","16416 Valley Blvd Fontana, CA 92335",(909) 429-1100,,,,
,,,,,GRAND AUTOLAND,"$13,500 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,,,,,,,,
112,2010,AUDI S5 V8,107355,WAUVVAFRXAA017738,FREEWAY AUTO CENTER,"$16,750 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,,,,,A & B MOTOR CARS INC,"$17,500 ","2748 E Colorado Blvd Pasadena, CA 91107",(626) 796-8899
,,,,,AUTO KING,"$16,250 ","215 Riverside Ave Roseville, CA 95678",(916) 676-6867,,,,,,,,
113,2005,MERCEDES SL500R 5.0L,41366,WDBSK75F45F091642,,,,,CARMAX # 7195,"$19,250 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
114,2011,PORSCHE PANAMERA 4X2 V6,79701,WP0AA2A77BL014794,,,,,GLOBAL AUTO GROUP,"$13,600 ","12507 Oxnard ST. Los Angeles, CA 91606",(818) 358-2757,,,,
115,2010,FORD FUSION FWD 4C SE,70849,3FAHP0HA1AR297895,FREEWAY AUTO CENTER,"$7,600 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,PASO ROBLES FORD LINCOLN MERCURY,"$7,700 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,
116,2014,CADILLAC SRX FWD SUV PREMIUM,12128,3GYFNDE33ES676023,,,,,STG AUTO GROUP,"$34,000 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
117,2005,AUDI A4 FWD 4C 2.0T,95227,WAUAF68E25A491093,METRO AUTO,"$4,700 ","623 W Chapman Ave Orange, CA 92868",(714) 740-7244,METRO AUTO,"$4,700 ","623 W Chapman Ave Orange, CA 92868",(714) 740-7244,,,,
,,,,,SOUTH BAY MOTORS,"$4,000 ","71 Broadway Chula Vista, CA 91910",(619) 427-8400,,,,,,,,
118,2014,HONDA ODYSSEY EX,17102,5FNRL5H48EB061933,SAN LEANDRO HONDA,"$21,750 ","1302 Marina Blvd San Leandro, CA 94577",(510) 347-5100,NORM REEVES HONDA SUPERSTORE WEST COVINA,"$24,000 ","1840 E Garvey Ave South West Covina, CA 91791",(888) 694-5544,,,,
,,,,,DICK HANNAH HONDA,"$22,250 ","3321 NE Auto Mall Dr Vancouver, WA 98662",(360) 944-3399,,,,,,,,
,,,,,MARK MITSUBISHI,"$23,750 ","5200 San Mateo NE Albuquerque, NM 87109",(505) 338-8100,,,,,,,,
,,,,,LITHIA SUBARU OF FRESNO,"$23,500 ","5499 N Blackstone Ave Fresno, CA 93710",(559) 438-6200,,,,,,,,
119,2007,FORD EXPEDITN EL 4X2 LIMITED,95291,1FMFK19577LA45790,,,,,CARMAX # 7195,"$13,250 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
120,2013,MERCEDES SPRINTER 2500,23332,WD3PE7CC1D5809427,,,,,,,,,CORONA AUTOPLEX,"$26,000 ","2550 Wardlow Rd Ste 101 Corona, CA 92882
",(951) 273-9999
121,2013,VOLKSWAGEN TIGUAN FWD,62076,WVGAV3AX9DW597389,ROYAL SPEEDWAY INC,"$11,500 ","4333 E Speedway Blvd Tucson, AZ, 85712",(520) 790-4132,ROYAL SPEEDWAY INC,"$11,500 ","4333 E Speedway Blvd Tucson, AZ, 85712",(520) 790-4132,,,,
,,,,,TOPLINE AUTOMOTIVE INC,"$9,750 ","840 East Garvey Ave Monterey Park, CA 91755",(626) 572-8888,,,,,,,,
122,2007,FORD EXPEDITION 4X2 ED BAUER,149079,1FMFU17557LA24580,,,,,SAN PEDRO AUTO SALES,"$6,000 ","400 E Vernon Ave Los Angeles, CA 90011",(323) 233-3600,,,,
123,2005,NISSAN MURANO FWD SL,82619,JN8AZ08T75W325469,CACTUS JACKS AUTO SALES,"$6,300 ","1660 W Bell Rd Phoenix, AZ 85023",(602) 788-8300,CARMAX # 7195,"$8,200 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
,,,,,MY RIDE MOTORS LLC,"$6,200 ","3058 Clairemont Dr Ste 6 San Diego, CA 92117",(858) 442-5418,,,,,,,,
,,,,,HAWTHORNE MOTORS PRE OWNED,"$6,800 ","16301 Hawthorne Blvd Lawndale, CA 90260",(310) 793-9999,,,,,,,,
124,2011,MERCEDES E350W 3.5L,58352,WDDHF5GB3BA375146,HAWTHORNE MOTORS PRE OWNED,"$19,500 ","16301 Hawthorne Blvd Lawndale, CA 90260",(310) 793-9999,STG AUTO GROUP,"$22,000 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
,,,,,IAUTOHAUS,"$19,750 ","1876 E Broadway Rd Tempe, AZ 85282",(480) 317-0777,,,,,,,,
125,2007,ASTON MART DB9,61601,SCFAD02A67GB07090,GP MOTORS,"$35,250 ","925 S Brand Blvd Glendale, CA 91204",(818) 550-1999,JACQUES AUTO SALES,"$35,500 ",NA,NA,,,,
126,2008,MERCEDES E350W4,90802,WDBUF87X28B345823,,,,,,,,,GUARD AUTO SALES,"$9,250 ","1013 N Harbor Blvd, Santa Ana, CA 92703",(714) 265-1881
127,2010,LEXUS SC 430,60590,JTHFN2EY7A9021784,FREEWAY AUTO CENTER,"$25,250 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,,,,,FREEWAY AUTO CENTER,"$25,250 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222
128,2011,MERCEDES C300W,29789,WDDGF5EB9BR170107,HAWTHORNE MOTORS PRE OWNED,"$15,500 ","16301 Hawthorne Blvd Lawndale, CA 90260",(310) 793-9999,,,,,STG AUTO GROUP,"$16,250 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595
,,,,,I-5 MOTORS,"$15,750 ","3323 20th St E Tacoma, WA 98424",(253) 896-4455,,,,,,,,
,,,,,MARK MITSUBISHI,"$16,250 ","5200 San Mateo NE Albuquerque, NM 87109",(505) 338-8100,,,,,,,,
129,2008,BMW 750I 750I,42635,WBAHL83538DT11990,D & C MOTORZ INC,"$11,750 ","2627 SE Holgate Blvd, Portland, OR 97202",(503) 719-5038,,,,,,,,
,,,,,DIAMOND DUO AUTO INC,"$11,500 ","1801 Park St Alameda, CA 94501",(510) 864-1000,,,,,,,,
130,2010,JAGUAR XF PORTFOLIO,96982,SAJWA0GB3ALR61286,FREEWAY AUTO CENTER,"$13,750 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,FREEWAY AUTO CENTER,"$13,750 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,,,,
131,2006,AUDI A8 L V8 4.2L,121414,WAUML44E46N011369,FREEWAY AUTO CENTER,"$8,250 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,FREEWAY AUTO CENTER,"$8,250 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,,,,
,,,,,UNITED AUTOS,"$7,750 ","14555 1st Ave S Burien, WA 98168",(206) 258-2841,,,,,,,,
132,2009,LEXUS IS 250 4X2,86296,JTHBK262995102631,,,,,FIRST CHOICE AUTO CENTER,"$12,750 ","13731 Harbor Blvd Garden Grove, CA 92843",(714) 530-5333,,,,
133,2006,TOYOTA COROLLA XRS,167189,2T1BY32E76C551438,,,,,,,,,P V AUTO SALES,"$3,500 ","1010 N Gaffey St, San Pedro, CA 90731",(310) 241-0500
134,2010,MERCEDES C350W 3.5L SPORT,61507,WDDGF5GB8AR118009,FREEWAY AUTO CENTER,"$13,250 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,DKM AUTO ,"$13,500 ",Not applicable,Not applicable,,,,
135,2007,FORD RANGER 4X2 EX,118818,1FTYR14U87PA46284,PRESTIGIOUS AUTOMOTIVE INC,"$6,100 ","3517 Del Rey St Ste 103 San Diego, CA 92109",(858) 274-3491,ALL IN AUTO SALES INC,"$6,400 ","938 Hamner Ave Norco, CA 92860",(951) 272-8690,,,,
,,,,,ALL IN AUTO SALES INC,"$6,400 ","938 Hamner Ave Norco, CA 92860",(951) 272-8690,,,,,,,,
136,2006,MERCEDES C230WZ,13955,WDBRF52H16A887602,FREEWAY AUTO CENTER,"$4,000 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,JOSE AUTO SALES INC,"$4,300 ","1616 S Vermont Ave, Los Angeles, CA 90006",323) 766-9704,,,,
137,2012,GMC YUKON 4X4 V8 DENALI,63683,1GKS2GEJ2CR253760,,,,,,,,,ROYS AUTO CENTER,"$29,250 ","505 Broadway St Eureka, CA 95501",(707) 443-3008
138,2006,BMW Z4 3.0 SI,75856,4USBU53516LX01990,AUTOBAHN WEST ENTERPRISES INC,"$11,000 ","210 W Bradley Ave Ste B El Cajon, CA 92020",(619) 885-7789,AUTO ONE,"$11,100 ","1236 Soquel Ave Santa Cruz, CA 95062",(831) 427-2700,,,,
,,,,,IMPULSE AUTOMOTIVE GROUP,"$10,900 ","2050 W Chapman Ave Ste 272 Orange, CA 92868",(657) 224-9435,,,,,,,,
,,,,,AUTO ONE,"$11,100 ","1236 Soquel Ave Santa Cruz, CA 95062",(831) 427-2700,,,,,,,,
139,2012,TOYOTA TACOMA 4X2 DB PRERUNNER,38616,3TMJU4GN7CM134393,MARTINEZ USED CARS,"$20,000 ","314 Lander Ave Turlock, CA 95380",(209) 634-4496,OC MOTORCARS,"$19,750 ","1805 Placentia Ave\ Costa Mesa, CA 92627",(949) 650-7833,,,,
140,2005,NISSAN ARMADA 4X2 SE,128404,5N1AA08A05N719088,,,,,SAN PEDRO AUTO SALES,"$7,000 ","400 E Vernon Ave Los Angeles, CA 90011",(323) 233-3600,,,,
141,2010,BMW 750LI 750LI,51803,WBAKB8C5XACY63359,VEGAS MOTORCARS INC,"$23,500 ","2540 W Warm Springs Rd, Las Vegas, NV 89119",(702) 919-7613,VEGAS MOTORCARS INC,"$23,500 ","2540 W Warm Springs Rd, Las Vegas, NV 89119",(702) 919-7613,,,,
,,,,,"CITY AUTO SALES, LLC","$23,250 ","400 North Johnson Ave El Cajon, CA 92020",(619) 588-4349,,,,,,,,
142,2005,AUDI TT FWD,114976,TRUTC28N151010379,,,,,,,,,ECONO AUTOMOTIVE CENTER INC,"$4,100 ","2336 E Foothill Blvd Pasadena, CA 91107",(855) 527-1541
143,2010,MERCEDES E350W,86158,WDDHF5GB9AA022330,,,,,DELUXE AUTO DEALER LLC,"$17,250 ","8122 Bolsa Ave Midway City, CA 92655",(714) 894-0063,,,,
144,2015,HONDA ODYSSEY EX-L,14445,5FNRL5H69FB032816,,,,,CARMAX # 7195,"$27,500 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
145,2004,TOYOTA SEQUOIA 4X2 LIMITED,96381,5TDZT38AX4S208872,CACTUS JACKS AUTO SALES,"$8,500 ","1660 W Bell Rd Phoenix, AZ 85023",(602) 788-8300,FIRST CHOICE AUTO CENTER,"$8,750 ","13731 Harbor Blvd Garden Grove, CA 92843",(714) 530-5333,,,,
146,2010,MERCEDES E350W,87028,WDDHF5GB6AA051767,RG AUTOBROKERS LLC,"$16,750 ","220 NW 5th Ave Hallandale Beach, FL 33009",(954) 456-1714,RG AUTOBROKERS LLC,"$16,750 ","220 NW 5th Ave Hallandale Beach, FL 33009",(954) 456-1714,,,,
,,,,,FREEWAY AUTO CENTER,"$16,500 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,,,,,,,,
,,,,,CASTLE AUTO GROUP,"$16,000 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,,,,,,,,
,,,,,"CITY AUTO SALES, LLC","$15,750 ","400 North Johnson Ave El Cajon, CA 92020",(619) 588-4349,,,,,,,,
147,2006,MERCEDES E350W,75704,WDBUF56J16A915423,CROWN CITY MOTORS INC,"$8,000 ","2000 E Colorado Blvd Pasadena, CA 91107",(626) 248-7567,DRIVETIME,"$8,250 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
,,,,,SMART MOTORZ,"$8,250 ","111 Central Ave S Kent, WA 98032",(253) 236-8984,,,,,,,,
148,2011,RAM 1500 4X2 CR LARAMIE,9302,1D7RB1CT0BS530348,,,,,CARMAX # 7195,"$29,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
149,2015,HONDA ACCORD 4C SPORT,13902,1HGCR2F59FA126430,,,,,STG AUTO GROUP,"$19,500 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
150,2007,LEXUS IS 250 4X2,125399,JTHBK262675032633,EMPIRE MOTORS,"$5,500 ","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,CAR TRADERS,"$6,250 ",NA,NA,,,,
,,,,,LOTUS AUTO SALES,"$6,000 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,,,,
151,2001,BMW 740IL,80636,WBAGH83401DP19759,,,,,ECONO AUTOMOTIVE CENTER INC,"$3,600 ","2336 E Foothill Blvd Pasadena, CA 91107",(855) 527-1541,,,,
152,2013,GMC YUKON 4X2 V8 SLT,19497,1GKS1CE04DR321433,,,,,,,,,STG AUTO GROUP,"$33,000 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595
153,2010,CADILLAC ESCALADE AWD V8,44681,1GYUKDEF8AR113153,SHAMROCK GROUP,"$32,250 ","10564 5th Ave NE Ste 301 Seattle, WA 98125",(206) 789-4784,AVERY AUTOMOTIVE INC,"$32,000 ","32592 Valle Rd San Juan Capistrano, CA 92675",(949) 276-8642,,,,
154,2005,JAGUAR XJ8 L,85766,SAJWA79C25SG46962,FREEWAY AUTO CENTER,"$4,700 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,,,,,FREEWAY AUTO CENTER,"$4,700 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222
155,2005,VOLKSWAGEN JETTA 5C 2.5L,65055,3VWRG71K85M627347,,,,,ECONO AUTOMOTIVE CENTER INC,"$3,800 ","2336 E Foothill Blvd Pasadena, CA 91107",(855) 527-1541,,,,
156,2009,MERCEDES C300W,77117,WDDGF54X89R072113,BALLERS,"$11,500 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,CARTWRIGHT MOTORS,"$12,000 ","4956 Paradise Rd Las Vegas, NV 89119 Southeast",(702) 476-6867,,,,
157,2011,BMW 328I 328I,66500,WBAPH5G53BNM78552,BALLERS,"$13,000 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,HAWTHORNE MOTORS PRE OWNED,"$13,250 ","16301 Hawthorne Blvd Lawndale, CA 90260",(310) 793-9999,,,,
,,,,,PENEGON MISSION VIEJO INC,"$12,250 ","1455 Auto Mall Dr,  Santa Ana, CA 92705  ",(949) 365-8750  ,,,,,,,,
,,,,,HAWTHORNE MOTORS PRE OWNED,"$13,250 ","16301 Hawthorne Blvd Lawndale, CA 90260",(310) 793-9999,,,,,,,,
158,2004,PORSCHE CAYENNE V8 S,54205,WP1AB29P74LA64095,ALL IN AUTO SALES INC,"$10,250 ","938 Hamner Ave Norco, CA 92860",(951) 272-8690,ALL IN AUTO SALES INC,"$10,250 ","938 Hamner Ave Norco, CA 92860",(951) 272-8690,,,,
159,2006,MERCEDES E350W,76813,WDBUF56JX6A765098,,,,,,,,,SOUTHERN CALIFORNIA AUTO HOUSE,"$5,000 ","2640 Harbor Blvd Costa Mesa, CA 92626",(714) 436-0300
160,2011,LANDROVER RR S/C SC,48682,SALMF1E45BA329638,,,,,,,,,STG AUTO GROUP,"$34,000 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595
161,2006,JAGUAR XJ8 L,119421,SAJWA79B06SH07752,FREEWAY AUTO CENTER,"$5,800 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,FREEWAY AUTO CENTER,"$5,800 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,,,,
162,2008,TOYOTA HIGHLNDR LIMITED,62126,JTEEW44A582006760,,,,,CARMAX # 7195,"$14,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
163,2006,LANDROVER RANGEROVER HSE,81268,SALME15466A211526,BALLERS,"$12,500 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
164,2013,JAGUAR XF 4X2 4C I4,42580,SAJWA0ES4DPS75709,LAND ROVER JAGUAR VENTURA,"$23,000 ","3190 Perkins Ave Ventura, CA 93003",(805) 654-0100,STG AUTO GROUP,"$23,250 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
,,,,,REDLINE EUROPEAN,"$22,500 ","9580 Black Mountain Rd Ste C San Diego, CA 92126",(858) 704-8500,,,,,,,,
165,2006,AUDI A3 FWD 4C,50661,WAUHF78P46A002572,WEST COAST AUTO FINANCE,"$7,600 ","6270 Miramar Rd San Diego, CA 92121",(858) 455-5033,WEST COAST AUTO FINANCE,"$7,600 ","6270 Miramar Rd San Diego, CA 92121",(858) 455-5033,,,,
,,,,,FIUZA MOTORS LLC,"$6,700 ","8200 S State St Midvale, UT 84047",(801) 878-9200,,,,,,,,
166,2011,BMW X5 35I AWD 35I PREM,74238,5UXZV4C58BL738779,DEFINITIVE MOTORS,"$18,750 ","203 116th Ave NE Bellevue, WA 98004",(425) 562-8080,FORMULA ONE MOTORS,"$18,500 ","3896 Stevens Creek Blvd, San Jose, CA 95117",(408) 248-3300,,,,
167,2005,PORSCHE CAYENNE V8 S,211215,WP1AB29P85LA61644,,,,,PREMIUM FINANCE,"$3,900 ","2490 Harbor Blvd Costa Mesa, CA 92626",(714) 545-2081,,,,
168,2006,TOYOTA SEQUOIA 4X2 LIMITED,97000,5TDZT38A06S270669,JIM ENTERPRISES AUTO SALES INC,"$10,500 ","4549 N Blackstone Ave, Fresno, CA 93726",(559) 222-0722,JIM ENTERPRISES AUTO SALES INC,"$10,500 ","4549 N Blackstone Ave, Fresno, CA 93726",(559) 222-0722,,,,
169,2001,ACURA MDX AWD TOURING,92442,2HNYD18611H511777,CACTUS JACKS AUTO SALES,"$4,600 ","1660 W Bell Rd Phoenix, AZ 85023",(602) 788-8300,EXECUTIVE ENTERPRISES AUTO WHOLESALE INC,"$5,300 ","2945 Verdino Circle Corona, CA 92883",951-277-8915,,,,
170,2013,TOYOTA HIGHLNDR FWD V6 LIMITED,29542,5TDYK3EH9DS108388,,,,,CARMAX # 7195,"$28,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
171,2008,LANDROVER LR2 SE,106903,SALFP24N78H031937,ZONEMOTORS COM INC,"$7,000 ",NA,NA,CLASSIC MOTORS,"$7,250 ","320 N Pacific Coast Hwy Redondo Beach, CA 90277",(310) 379-2771,,,,
,,,,,MAGIC AUTO CENTER OF R,"$6,750 ","6360 Reseda Blvd Tarzana, CA 91335",(818) 881-6999,,,,,,,,
172,2008,MERCEDES E550W,73773,WDBUF72XX8B225706,,,,,FORMULA ONE MOTORS,"$12,250 ","3896 Stevens Creek Blvd, San Jose, CA 95117",(408) 248-3300,,,,
173,2004,PORSCHE CAYENNE V8 S,130428,WP1AB29P14LA72824,,,,,SAN PEDRO AUTO SALES,"$6,000 ","400 E Vernon Ave Los Angeles, CA 90011",(323) 233-3600,,,,
174,2011,CHRYSLER 200 4C TOURING,58444,1C3BC1FB3BN550995,CLAY COOLEY MITSUBISHI,"$8,000 ","1480 W Interstate 20, Arlington, TX 76017",(817) 375-2626,CLAY COOLEY MITSUBISHI,"$8,000 ","1480 W Interstate 20, Arlington, TX 76017",(817) 375-2626,,,,
,,,,,LITHIA SUBARU OF FRESNO,"$7,500 ","5499 N Blackstone Ave Fresno, CA 93710",(559) 438-6200,,,,,,,,
,,,,,EMPIRE MOTORS,"$7,000 ","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,,,,,,,,
175,2013,AUDI S4 PRESTIGE,71351,WAUKGAFL2DA087361,,,,,STG AUTO GROUP,"$25,500 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
176,2012,CHEVROLET 1500 SLV 4X2 CR LT,49630,3GCPCSE01CG213601,,,,,STG AUTO GROUP,"$23,250 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
177,2011,BMW X5 35I AWD 35I PREM,80303,5UXZV4C59BL400176,"CITY AUTO SALES, LLC","$17,250 ","400 North Johnson Ave El Cajon, CA 92020",(619) 588-4349,"CITY AUTO SALES, LLC","$17,250 ","400 North Johnson Ave El Cajon, CA 92020",(619) 588-4349,,,,
178,2010,HYUNDAI ELANTRA,60574,KMHDU4AD4AU076339,,,,,CACTUS JACKS AUTOS,"$5,750 ",Not applicable,Not applicable,,,,
179,2013,SMART FORTWO,42340,WMEEJ3BA9DK665436,,,,,CARMAX # 7195,"$4,600 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
180,2012,VOLKSWAGEN JETTA 4C TDI,81508,3VWLL7AJ5CM413387,ALAN'S AUTO NETWORK,"$8,500 ","2575 Kietzke Ln Reno, NV 89502",(775) 786-0600,NORTHWEST MOTORSCARS LLC,"$8,750 ",NA,NA,,,,
,,,,,NORTHWEST MOTORS CARS LLC,"$8,750 ",NA,NA,,,,,,,,
181,2011,VOLKSWAGEN JETTA 5C SEL,97794,3VWLZ7AJ2BM366932,,,,,BELLAMORE ENTERPRISES CORP,"$7,400 ",NA,NA,,,,
182,2013,FORD MUSTANG V6 CNV,47640,1ZVBP8EM4D5276086,,,,,DKM AUTO ,"$12,200 ",Not applicable,Not applicable,,,,
183,2012,MERCEDES GL350BTC 3.0L BLUE,107560,4JGBF2FE4CA770556,BENZ BOYS,"$20,250 ","13720 Beach Blvd, Westminster, CA",714-373-9111,AUTO NET ,"$20,750 ","22109 Ventura Blvd Woodland Hills, CA 91364",(747) 888-3939,,,,
,,,,,DIANA MOTORS,"$20,500 ",NA,NA,,,,,,,,
184,2006,JAGUAR X-TYPE 3.0,69863,SAJWA51A26WE70066, ,,,,TRUCARS OC,"$4,200 ",NOT APPLICABLE,NOT APPLICABLE,,,,
185,2008,MERCEDES GL450 4.6L,120813,4JGBF71E88A332618,FREEWAY AUTO CENTER,"$13,250 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,FREEWAY AUTO CENTER,"$13,250 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,,,,
,,,,,FIUZA MOTORS LLC,"$12,000 ","8200 S State St Midvale, UT 84047",(801) 878-9200,,,,,,,,
186,2013,FORD F150 4X2 CR XLT,19301,1FTEW1CM6DFD69294,MARK MITSUBISHI,"$22,250 ","5200 San Mateo NE Albuquerque, NM 87109",(505) 338-8100,WESTCOAST AUTO SALES,"$22,500 ","5180 Holt Blvd Montclair, CA 91763",(909) 900-0000,,,,
187,2012,MERCEDES C250W C250,100204,WDDGF4HB2CA621397,FREEWAY AUTO CENTER,"$13,250 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,FREEWAY AUTO CENTER,"$13,250 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,,,,
188,2010,XHARLEY 883,13655,1HD4LE234AC413972,JT CAR CONNECTION,"$3,500 ","1201 N Fairfax Ave West Hollywood, CA 90046",(323) 650-4223,ABIDS MOTORS,"$3,600 ",NA,NA,,,,
189,2009,BMW 750LI 750LI,92749,WBAKB83569CY59076,BALLERS,"$19,250 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,GLOBUL ,"$20,000 ",NA,NA,,,,
,,,,,GLOBUL ,"$20,000 ",NA,NA,,,,,,,,
,,,,,HAWTHORNE MOTORS PRE OWNED,"$19,750 ","16301 Hawthorne Blvd Lawndale, CA 90260",(310) 793-9999,,,,,,,,
190,2013,HONDA CIVIC EX-L,48102,19XFB2F93DE214581,FREEWAY AUTO CENTER,"$11,750 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,PACIFIC AUTO CENTER,"$13,750 ","16416 Valley Blvd Fontana, CA 92335",(909) 429-1100,,,,
,,,,,LITHIA SUBARU OF FRESNO,"$13,750 ","5499 N Blackstone Ave Fresno, CA 93710",(559) 438-6200,,,,,,,,
191,2009,MERCEDES C300W,51451,WDDGF54X89R056669,HAWTHORNE MOTORS PRE OWNED,"$13,000 ","16301 Hawthorne Blvd Lawndale, CA 90260",(310) 793-9999,SUPREME MOTORS LLC,"$15,500 ","224 Washington Ave N Kent, WA 98032",(253) 277-0677,,,,
,,,,,BALLERS,"$13,500 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
,,,,,AUSSIE AUTO INC,"$13,250 ",11459 Ventura Blvd STUDIO CITY CALIFORNIA,1 818-980-2400,,,,,,,,
